6,SELECT * FROM RMJ0#p2#_DR1#_within1#
2019-03-29 02:33:00,1
2019-03-29 02:40:00,1
2019-03-29 02:56:00,1
2019-03-29 02:57:00,1
2019-03-29 03:00:00,2
