46,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-03-29 14:35:00,1
2019-03-29 19:41:00,1
2019-03-29 19:42:00,2
2019-03-29 19:43:00,2
2019-03-29 19:44:00,2
2019-03-29 19:45:00,1
2019-03-29 19:47:00,3
2019-03-29 19:48:00,4
2019-03-29 19:49:00,4
2019-03-29 19:50:00,5
2019-03-29 19:51:00,6
2019-03-29 20:01:00,1
2019-03-29 20:02:00,4
2019-03-29 20:03:00,2
2019-03-29 20:04:00,2
2019-03-29 20:05:00,6
