8,select * from A7#_DR1#_within1#
2019-03-29 12:50:00,1
2019-03-29 12:53:00,2
2019-03-29 12:54:00,1
2019-03-29 12:55:00,2
2019-03-29 13:00:00,1
2019-03-29 13:02:00,1
