277,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-03-29 18:03:00,3
2019-03-29 18:04:00,2
2019-03-29 18:09:00,1
2019-03-29 18:11:00,2
2019-03-29 18:12:00,2
2019-03-29 18:13:00,1
2019-03-29 18:14:00,4
2019-03-29 18:16:00,1
2019-03-29 18:21:00,1
2019-03-29 18:22:00,2
2019-03-29 18:23:00,2
2019-03-29 18:24:00,6
2019-03-29 18:25:00,6
2019-03-29 18:26:00,7
2019-03-29 18:27:00,6
2019-03-29 18:28:00,3
2019-03-29 18:29:00,4
2019-03-29 18:30:00,1
2019-03-29 18:31:00,5
2019-03-29 18:32:00,1
2019-03-29 18:34:00,1
2019-03-29 18:37:00,2
2019-03-29 18:39:00,3
2019-03-29 18:40:00,3
2019-03-29 18:41:00,1
2019-03-29 18:42:00,1
2019-03-29 18:43:00,1
2019-03-29 18:44:00,1
2019-03-29 18:45:00,2
2019-03-29 18:47:00,3
2019-03-29 18:48:00,1
2019-03-29 18:49:00,1
2019-03-29 18:52:00,4
2019-03-29 18:54:00,1
2019-03-29 18:55:00,1
2019-03-29 18:56:00,3
2019-03-29 18:57:00,1
2019-03-29 18:58:00,1
2019-03-29 19:08:00,1
2019-03-29 19:16:00,1
2019-03-29 19:17:00,2
2019-03-29 19:19:00,1
2019-03-29 19:20:00,4
2019-03-29 19:21:00,4
2019-03-29 19:22:00,1
2019-03-29 19:23:00,2
2019-03-29 19:24:00,4
2019-03-29 19:25:00,2
2019-03-29 19:30:00,2
2019-03-29 19:38:00,2
2019-03-29 19:39:00,2
2019-03-29 19:40:00,2
2019-03-29 19:42:00,2
2019-03-29 19:43:00,3
2019-03-29 19:44:00,3
2019-03-29 19:46:00,3
2019-03-29 19:47:00,3
2019-03-29 19:48:00,2
2019-03-29 19:49:00,3
2019-03-29 19:50:00,2
2019-03-29 19:51:00,1
2019-03-29 19:52:00,2
2019-03-29 19:57:00,1
2019-03-29 19:58:00,1
2019-03-29 20:00:00,2
2019-03-29 20:01:00,1
2019-03-29 20:03:00,1
2019-03-29 20:05:00,4
2019-03-29 20:06:00,2
2019-03-29 20:07:00,1
2019-03-29 20:08:00,2
2019-03-29 20:09:00,1
2019-03-29 20:10:00,2
2019-03-29 20:11:00,1
2019-03-29 20:17:00,2
2019-03-29 20:18:00,2
2019-03-29 20:21:00,1
2019-03-29 20:22:00,1
2019-03-29 20:31:00,3
2019-03-29 20:32:00,1
2019-03-29 20:33:00,2
2019-03-29 20:34:00,1
2019-03-29 20:35:00,3
2019-03-29 20:36:00,3
2019-03-29 20:37:00,7
2019-03-29 20:38:00,5
2019-03-29 20:39:00,8
2019-03-29 20:40:00,8
2019-03-29 20:41:00,3
2019-03-29 20:42:00,4
2019-03-29 20:43:00,3
2019-03-29 20:44:00,5
2019-03-29 20:45:00,2
2019-03-29 21:05:00,1
2019-03-29 21:06:00,2
2019-03-29 21:07:00,1
2019-03-29 21:08:00,2
2019-03-29 21:09:00,3
2019-03-29 21:10:00,1
2019-03-29 21:11:00,1
2019-03-29 21:12:00,2
2019-03-29 21:16:00,1
2019-03-29 21:17:00,1
2019-03-29 21:18:00,2
2019-03-29 21:19:00,2
2019-03-29 21:20:00,2
2019-03-29 23:41:00,2
2019-03-29 23:54:00,1
2019-03-29 23:55:00,1
2019-03-29 23:56:00,7
2019-03-29 23:57:00,6
2019-03-29 23:58:00,4
2019-03-29 23:59:00,7
