42,select * from Field where fieldId=#
2019-03-29 01:20:00,1
2019-03-29 03:18:00,1
2019-03-29 07:05:00,11
2019-03-29 09:06:00,1
2019-03-29 09:07:00,4
2019-03-29 11:34:00,1
2019-03-29 12:07:00,1
2019-03-29 12:10:00,1
2019-03-29 12:11:00,2
2019-03-29 12:12:00,2
2019-03-29 12:13:00,2
2019-03-29 12:14:00,1
2019-03-29 12:15:00,2
2019-03-29 12:27:00,1
2019-03-29 12:45:00,2
2019-03-29 12:46:00,3
2019-03-29 13:02:00,1
2019-03-29 13:20:00,1
2019-03-29 14:12:00,1
2019-03-29 18:17:00,1
2019-03-29 18:38:00,1
2019-03-29 23:41:00,1
