6,select top # * from [flaretable_crosscheck_sdss_specobj]
2019-03-29 11:41:00,1
2019-03-29 11:46:00,1
2019-03-29 11:50:00,1
2019-03-29 12:00:00,1
2019-03-29 12:12:00,1
2019-03-29 12:17:00,1
