68,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-03-19 08:32:00,9
2019-03-19 08:33:00,15
2019-03-19 08:34:00,11
2019-03-19 08:35:00,10
2019-03-19 08:36:00,6
2019-03-19 08:37:00,8
2019-03-19 10:37:00,2
2019-03-19 10:39:00,1
2019-03-19 10:41:00,1
2019-03-19 10:43:00,1
2019-03-19 10:44:00,1
2019-03-19 10:47:00,1
2019-03-19 10:48:00,1
2019-03-19 14:14:00,1
