2,"SELECT TOP # s.bestObjID, &&& as filter FROM BESTDR2..SpecObj as s, dbo.fGetNearbyObjEq(#,#,#) as b,  BESTDR2..PhotoObj as p WHERE b.objID = p.objID AND ( p.type = # OR p.type = #) AND s.bestObjID = p.objID"
2019-03-19 00:17:00,1
2019-03-19 02:02:00,1
