92,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-03-19 01:24:00,1
2019-03-19 04:46:00,1
2019-03-19 06:46:00,1
2019-03-19 07:46:00,1
2019-03-19 08:45:00,1
2019-03-19 08:46:00,1
2019-03-19 09:46:00,1
2019-03-19 10:46:00,1
2019-03-19 10:47:00,3
2019-03-19 12:01:00,1
2019-03-19 12:02:00,1
2019-03-19 12:07:00,1
2019-03-19 12:08:00,2
2019-03-19 12:46:00,2
2019-03-19 13:01:00,4
2019-03-19 13:02:00,1
2019-03-19 13:03:00,1
2019-03-19 13:04:00,2
2019-03-19 13:05:00,1
2019-03-19 13:06:00,2
2019-03-19 13:07:00,1
2019-03-19 13:08:00,3
2019-03-19 13:09:00,2
2019-03-19 13:10:00,1
2019-03-19 13:11:00,3
2019-03-19 13:12:00,2
2019-03-19 13:13:00,1
2019-03-19 13:14:00,4
2019-03-19 13:15:00,4
2019-03-19 13:16:00,3
2019-03-19 13:17:00,4
2019-03-19 13:19:00,2
2019-03-19 13:21:00,1
2019-03-19 13:22:00,2
2019-03-19 13:23:00,1
2019-03-19 13:24:00,3
2019-03-19 13:25:00,2
2019-03-19 13:26:00,2
2019-03-19 13:28:00,2
2019-03-19 13:29:00,1
2019-03-19 13:31:00,1
2019-03-19 13:32:00,1
2019-03-19 13:34:00,2
2019-03-19 13:35:00,5
2019-03-19 14:20:00,1
2019-03-19 14:33:00,1
2019-03-19 14:34:00,2
2019-03-19 14:35:00,1
2019-03-19 14:37:00,1
2019-03-19 15:47:00,1
2019-03-19 15:48:00,1
2019-03-19 16:03:00,2
