1156,"select psfSigma1_z, psfSigma2_z, psfB_z, psfP0_z, psfBeta_z, psfSigmaP_z, psfSigma1_u, psfSigma2_u, psfB_u, psfP0_u, psfBeta_u, psfSigmaP_u, psfSigma1_g, psfSigma2_g, psfB_g, psfP0_g, psfBeta_g, psfSigmaP_g, psfSigma1_r, psfSigma2_r, psfB_r, psfP0_r, psfBeta_r, psfSigmaP_r, psfSigma1_i, psfSigma2_i, psfB_i, psfP0_i, psfBeta_i, psfSigmaP_i from Field where run = # and rerun = # and camcol = # and field = #"
2019-03-19 00:00:00,2
2019-03-19 00:01:00,2
2019-03-19 00:03:00,3
2019-03-19 00:04:00,2
2019-03-19 00:09:00,10
2019-03-19 00:15:00,1
2019-03-19 00:16:00,2
2019-03-19 00:18:00,6
2019-03-19 00:23:00,10
2019-03-19 00:31:00,1
2019-03-19 00:32:00,1
2019-03-19 00:33:00,1
2019-03-19 00:34:00,3
2019-03-19 00:36:00,2
2019-03-19 00:37:00,2
2019-03-19 00:41:00,10
2019-03-19 00:45:00,6
2019-03-19 00:47:00,3
2019-03-19 00:50:00,4
2019-03-19 00:53:00,3
2019-03-19 00:54:00,2
2019-03-19 00:55:00,2
2019-03-19 00:56:00,2
2019-03-19 01:03:00,1
2019-03-19 01:04:00,1
2019-03-19 01:05:00,2
2019-03-19 01:09:00,10
2019-03-19 01:12:00,1
2019-03-19 01:13:00,1
2019-03-19 01:15:00,3
2019-03-19 01:19:00,4
2019-03-19 01:21:00,2
2019-03-19 01:28:00,3
2019-03-19 01:30:00,2
2019-03-19 01:31:00,1
2019-03-19 01:32:00,1
2019-03-19 01:33:00,2
2019-03-19 01:35:00,2
2019-03-19 01:36:00,1
2019-03-19 01:40:00,10
2019-03-19 01:42:00,2
2019-03-19 01:43:00,2
2019-03-19 01:44:00,1
2019-03-19 01:47:00,7
2019-03-19 01:48:00,3
2019-03-19 01:52:00,2
2019-03-19 01:54:00,3
2019-03-19 01:57:00,1
2019-03-19 02:01:00,10
2019-03-19 02:03:00,2
2019-03-19 02:04:00,1
2019-03-19 02:06:00,6
2019-03-19 02:08:00,3
2019-03-19 02:12:00,10
2019-03-19 02:14:00,1
2019-03-19 02:18:00,8
2019-03-19 02:19:00,1
2019-03-19 02:20:00,3
2019-03-19 02:25:00,10
2019-03-19 02:33:00,2
2019-03-19 02:34:00,2
2019-03-19 02:38:00,10
2019-03-19 02:41:00,2
2019-03-19 02:44:00,5
2019-03-19 02:45:00,5
2019-03-19 02:47:00,1
2019-03-19 02:51:00,1
2019-03-19 02:55:00,10
2019-03-19 03:00:00,10
2019-03-19 03:02:00,1
2019-03-19 03:05:00,7
2019-03-19 11:40:00,2
2019-03-19 11:41:00,2
2019-03-19 11:45:00,10
2019-03-19 11:53:00,2
2019-03-19 11:55:00,5
2019-03-19 11:57:00,1
2019-03-19 11:58:00,2
2019-03-19 11:59:00,3
2019-03-19 12:01:00,3
2019-03-19 12:04:00,3
2019-03-19 12:09:00,3
2019-03-19 12:10:00,7
2019-03-19 12:15:00,10
2019-03-19 12:21:00,1
2019-03-19 12:22:00,2
2019-03-19 12:23:00,1
2019-03-19 12:24:00,2
2019-03-19 12:25:00,1
2019-03-19 12:27:00,3
2019-03-19 12:28:00,1
2019-03-19 12:31:00,1
2019-03-19 12:37:00,2
2019-03-19 12:38:00,3
2019-03-19 12:43:00,6
2019-03-19 12:47:00,7
2019-03-19 12:52:00,8
2019-03-19 12:58:00,3
2019-03-19 13:07:00,2
2019-03-19 13:11:00,2
2019-03-19 13:17:00,10
2019-03-19 13:18:00,1
2019-03-19 13:19:00,2
2019-03-19 13:22:00,3
2019-03-19 13:23:00,1
2019-03-19 13:24:00,2
2019-03-19 13:28:00,9
2019-03-19 13:32:00,1
2019-03-19 13:33:00,2
2019-03-19 13:43:00,10
2019-03-19 13:49:00,10
2019-03-19 13:54:00,2
2019-03-19 13:59:00,10
2019-03-19 14:03:00,3
2019-03-19 14:07:00,10
2019-03-19 14:12:00,10
2019-03-19 14:16:00,2
2019-03-19 14:17:00,2
2019-03-19 14:23:00,2
2019-03-19 14:24:00,1
2019-03-19 14:28:00,2
2019-03-19 14:29:00,1
2019-03-19 14:32:00,4
2019-03-19 14:39:00,1
2019-03-19 14:40:00,2
2019-03-19 14:45:00,1
2019-03-19 14:46:00,2
2019-03-19 14:50:00,10
2019-03-19 14:55:00,7
2019-03-19 15:00:00,6
2019-03-19 15:01:00,4
2019-03-19 15:02:00,1
2019-03-19 15:04:00,3
2019-03-19 15:05:00,2
2019-03-19 15:11:00,1
2019-03-19 15:14:00,3
2019-03-19 15:16:00,3
2019-03-19 15:18:00,3
2019-03-19 15:19:00,1
2019-03-19 15:21:00,2
2019-03-19 15:22:00,2
2019-03-19 15:25:00,4
2019-03-19 15:26:00,2
2019-03-19 15:29:00,2
2019-03-19 15:33:00,1
2019-03-19 15:34:00,7
2019-03-19 15:36:00,3
2019-03-19 15:37:00,2
2019-03-19 15:41:00,1
2019-03-19 15:42:00,1
2019-03-19 15:46:00,8
2019-03-19 15:47:00,2
2019-03-19 15:53:00,1
2019-03-19 15:54:00,1
2019-03-19 15:55:00,1
2019-03-19 15:56:00,1
2019-03-19 15:57:00,1
2019-03-19 15:59:00,5
2019-03-19 16:01:00,2
2019-03-19 16:02:00,2
2019-03-19 16:03:00,1
2019-03-19 16:05:00,3
2019-03-19 16:09:00,10
2019-03-19 16:14:00,10
2019-03-19 16:16:00,2
2019-03-19 16:17:00,3
2019-03-19 16:24:00,3
2019-03-19 16:26:00,4
2019-03-19 16:29:00,6
2019-03-19 16:33:00,1
2019-03-19 16:37:00,7
2019-03-19 16:45:00,1
2019-03-19 16:48:00,5
2019-03-19 16:52:00,3
2019-03-19 16:53:00,3
2019-03-19 16:55:00,1
2019-03-19 16:56:00,3
2019-03-19 16:58:00,3
2019-03-19 16:59:00,2
2019-03-19 17:00:00,1
2019-03-19 17:06:00,3
2019-03-19 17:13:00,3
2019-03-19 17:17:00,10
2019-03-19 17:22:00,8
2019-03-19 17:23:00,2
2019-03-19 17:34:00,10
2019-03-19 17:37:00,4
2019-03-19 17:41:00,10
2019-03-19 17:44:00,3
2019-03-19 17:48:00,10
2019-03-19 17:51:00,2
2019-03-19 17:52:00,3
2019-03-19 17:55:00,3
2019-03-19 17:59:00,10
2019-03-19 18:02:00,3
2019-03-19 18:03:00,1
2019-03-19 18:06:00,2
2019-03-19 18:07:00,3
2019-03-19 18:08:00,1
2019-03-19 18:09:00,3
2019-03-19 18:10:00,1
2019-03-19 18:11:00,2
2019-03-19 18:15:00,10
2019-03-19 18:21:00,1
2019-03-19 18:22:00,1
2019-03-19 18:28:00,1
2019-03-19 18:31:00,8
2019-03-19 18:34:00,4
2019-03-19 18:37:00,6
2019-03-19 18:39:00,1
2019-03-19 18:41:00,5
2019-03-19 18:52:00,2
2019-03-19 18:55:00,2
2019-03-19 18:56:00,1
2019-03-19 18:57:00,1
2019-03-19 18:58:00,1
2019-03-19 19:02:00,9
2019-03-19 19:05:00,1
2019-03-19 19:06:00,1
2019-03-19 19:07:00,2
2019-03-19 19:08:00,1
2019-03-19 19:09:00,1
2019-03-19 19:10:00,2
2019-03-19 19:11:00,2
2019-03-19 19:12:00,1
2019-03-19 19:21:00,8
2019-03-19 19:23:00,1
2019-03-19 19:26:00,2
2019-03-19 19:27:00,6
2019-03-19 19:32:00,8
2019-03-19 19:33:00,2
2019-03-19 19:34:00,1
2019-03-19 19:35:00,1
2019-03-19 19:39:00,10
2019-03-19 19:41:00,2
2019-03-19 19:45:00,7
2019-03-19 19:48:00,4
2019-03-19 19:54:00,2
2019-03-19 19:55:00,1
2019-03-19 19:56:00,1
2019-03-19 20:01:00,1
2019-03-19 20:02:00,3
2019-03-19 20:04:00,3
2019-03-19 20:05:00,1
2019-03-19 20:08:00,10
2019-03-19 20:11:00,1
2019-03-19 20:12:00,2
2019-03-19 20:17:00,2
2019-03-19 20:18:00,2
2019-03-19 20:19:00,1
2019-03-19 20:23:00,10
2019-03-19 20:25:00,3
2019-03-19 20:26:00,1
2019-03-19 20:27:00,2
2019-03-19 20:35:00,4
2019-03-19 20:37:00,1
2019-03-19 20:43:00,1
2019-03-19 20:45:00,2
2019-03-19 20:46:00,1
2019-03-19 20:48:00,6
2019-03-19 20:52:00,10
2019-03-19 20:54:00,1
2019-03-19 20:55:00,2
2019-03-19 20:59:00,2
2019-03-19 21:01:00,3
2019-03-19 21:04:00,6
