11,select * from A6#_DR1#
2019-03-19 13:10:00,1
2019-03-19 13:14:00,3
2019-03-19 13:15:00,1
2019-03-19 14:17:00,1
2019-03-19 14:23:00,1
2019-03-19 14:28:00,1
2019-03-19 14:30:00,2
2019-03-19 14:31:00,1
