265,"SELECT specObjID, dr7ObjID FROM SpecDR7 WHERE specobjid = #"
2019-03-19 13:57:00,2
2019-03-19 13:58:00,3
2019-03-19 13:59:00,3
2019-03-19 14:00:00,4
2019-03-19 14:01:00,2
2019-03-19 14:02:00,2
2019-03-19 14:03:00,4
2019-03-19 14:04:00,3
2019-03-19 14:05:00,3
2019-03-19 14:06:00,3
2019-03-19 14:07:00,3
2019-03-19 14:08:00,4
2019-03-19 14:09:00,3
2019-03-19 14:10:00,4
2019-03-19 14:11:00,3
2019-03-19 14:12:00,3
2019-03-19 14:13:00,4
2019-03-19 14:14:00,4
2019-03-19 14:15:00,4
2019-03-19 14:16:00,2
2019-03-19 14:17:00,3
2019-03-19 14:18:00,3
2019-03-19 14:19:00,2
2019-03-19 14:20:00,3
2019-03-19 14:21:00,3
2019-03-19 14:22:00,3
2019-03-19 14:23:00,2
2019-03-19 14:24:00,3
2019-03-19 14:25:00,4
2019-03-19 14:26:00,3
2019-03-19 14:27:00,3
2019-03-19 14:28:00,3
2019-03-19 14:30:00,1
2019-03-19 14:31:00,4
2019-03-19 14:32:00,4
2019-03-19 14:33:00,4
2019-03-19 14:34:00,3
2019-03-19 14:35:00,2
2019-03-19 14:36:00,4
2019-03-19 14:37:00,2
2019-03-19 14:38:00,4
2019-03-19 14:39:00,3
2019-03-19 14:40:00,2
2019-03-19 14:41:00,3
2019-03-19 14:42:00,4
2019-03-19 14:43:00,3
2019-03-19 14:44:00,3
2019-03-19 14:45:00,3
2019-03-19 14:46:00,4
2019-03-19 14:47:00,2
2019-03-19 14:48:00,3
2019-03-19 14:49:00,4
2019-03-19 14:50:00,3
2019-03-19 14:51:00,3
2019-03-19 14:52:00,3
2019-03-19 14:53:00,3
2019-03-19 14:54:00,3
2019-03-19 14:55:00,3
2019-03-19 14:56:00,2
2019-03-19 14:57:00,3
2019-03-19 14:58:00,3
2019-03-19 14:59:00,3
2019-03-19 15:00:00,3
2019-03-19 15:01:00,1
2019-03-19 15:02:00,4
2019-03-19 15:03:00,2
2019-03-19 15:04:00,4
2019-03-19 15:05:00,3
2019-03-19 15:06:00,3
2019-03-19 15:07:00,4
2019-03-19 15:08:00,2
2019-03-19 15:09:00,3
2019-03-19 15:10:00,3
2019-03-19 15:11:00,3
2019-03-19 15:12:00,3
2019-03-19 15:13:00,2
2019-03-19 15:14:00,1
2019-03-19 15:15:00,4
2019-03-19 15:16:00,2
2019-03-19 15:17:00,4
2019-03-19 15:18:00,1
2019-03-19 15:19:00,3
2019-03-19 15:20:00,3
2019-03-19 15:21:00,2
2019-03-19 15:22:00,4
2019-03-19 15:23:00,3
2019-03-19 15:24:00,4
2019-03-19 15:25:00,3
2019-03-19 15:26:00,2
