32,select * from SpecObjAll where specObjId=#
2019-03-19 01:58:00,1
2019-03-19 02:14:00,1
2019-03-19 02:47:00,1
2019-03-19 04:27:00,1
2019-03-19 05:30:00,1
2019-03-19 07:02:00,1
2019-03-19 07:35:00,1
2019-03-19 07:58:00,1
2019-03-19 08:26:00,1
2019-03-19 14:59:00,3
2019-03-19 15:00:00,1
2019-03-19 16:54:00,1
2019-03-19 17:14:00,1
2019-03-19 17:31:00,1
2019-03-19 17:32:00,6
2019-03-19 17:50:00,1
2019-03-19 18:04:00,1
2019-03-19 18:10:00,1
2019-03-19 20:18:00,1
2019-03-19 22:20:00,6
