10,select * from A6#_spec_DR1#
2019-03-19 17:12:00,1
2019-03-19 17:15:00,3
2019-03-19 17:16:00,1
2019-03-19 17:31:00,1
2019-03-19 17:33:00,1
2019-03-19 17:34:00,3
