125,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-03-19 21:02:00,3
2019-03-19 21:03:00,6
2019-03-19 21:04:00,4
2019-03-19 21:05:00,4
2019-03-19 21:06:00,6
2019-03-19 21:07:00,5
2019-03-19 21:08:00,4
2019-03-19 21:09:00,4
2019-03-19 21:10:00,4
2019-03-19 21:11:00,6
2019-03-19 21:12:00,6
2019-03-19 21:13:00,7
2019-03-19 21:14:00,5
2019-03-19 21:15:00,4
2019-03-19 21:16:00,6
2019-03-19 21:17:00,6
2019-03-19 21:18:00,6
2019-03-19 21:19:00,6
2019-03-19 21:20:00,8
2019-03-19 21:21:00,9
2019-03-19 21:22:00,6
2019-03-19 21:23:00,6
2019-03-19 21:24:00,4
