57,select * from XCRedshift where specObjId=#
2019-03-19 00:37:00,1
2019-03-19 01:18:00,1
2019-03-19 01:41:00,1
2019-03-19 02:15:00,1
2019-03-19 02:23:00,1
2019-03-19 02:24:00,1
2019-03-19 02:25:00,2
2019-03-19 05:09:00,1
2019-03-19 05:35:00,1
2019-03-19 05:53:00,1
2019-03-19 06:12:00,1
2019-03-19 12:56:00,5
2019-03-19 12:57:00,6
2019-03-19 12:58:00,6
2019-03-19 12:59:00,6
2019-03-19 13:00:00,6
2019-03-19 13:01:00,2
2019-03-19 15:00:00,9
2019-03-19 16:27:00,1
2019-03-19 17:00:00,1
2019-03-19 17:07:00,1
2019-03-19 17:47:00,1
2019-03-19 18:10:00,1
