190,select * from Frame where fieldId=#
2019-03-19 00:10:00,1
2019-03-19 00:12:00,1
2019-03-19 00:22:00,1
2019-03-19 00:47:00,1
2019-03-19 01:32:00,1
2019-03-19 02:32:00,1
2019-03-19 02:55:00,1
2019-03-19 03:31:00,1
2019-03-19 03:33:00,1
2019-03-19 03:52:00,1
2019-03-19 04:47:00,1
2019-03-19 04:55:00,1
2019-03-19 05:05:00,1
2019-03-19 05:12:00,1
2019-03-19 06:04:00,2
2019-03-19 07:00:00,1
2019-03-19 07:18:00,1
2019-03-19 07:51:00,1
2019-03-19 09:24:00,1
2019-03-19 11:24:00,8
2019-03-19 11:26:00,1
2019-03-19 11:57:00,1
2019-03-19 12:23:00,1
2019-03-19 12:26:00,1
2019-03-19 12:50:00,1
2019-03-19 13:33:00,1
2019-03-19 13:38:00,1
2019-03-19 15:03:00,7
2019-03-19 15:04:00,9
2019-03-19 15:05:00,7
2019-03-19 15:06:00,9
2019-03-19 15:07:00,9
2019-03-19 15:08:00,11
2019-03-19 15:09:00,9
2019-03-19 15:10:00,6
2019-03-19 15:11:00,10
2019-03-19 15:12:00,7
2019-03-19 17:09:00,8
2019-03-19 17:10:00,2
2019-03-19 18:03:00,1
2019-03-19 18:10:00,1
2019-03-19 18:41:00,1
2019-03-19 21:34:00,7
2019-03-19 21:35:00,17
2019-03-19 21:36:00,10
2019-03-19 21:37:00,15
2019-03-19 21:38:00,7
2019-03-19 22:19:00,2
