12,select * from A1#_DR1#
2019-03-19 13:10:00,1
2019-03-19 13:16:00,3
2019-03-19 13:17:00,2
2019-03-19 14:25:00,1
2019-03-19 14:38:00,2
2019-03-19 14:39:00,1
2019-03-19 14:45:00,1
2019-03-19 14:46:00,1
