222,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-03-19 08:23:00,2
2019-03-19 08:25:00,2
2019-03-19 08:26:00,2
2019-03-19 08:28:00,2
2019-03-19 08:39:00,2
2019-03-19 08:44:00,2
2019-03-19 08:49:00,4
2019-03-19 08:50:00,2
2019-03-19 08:52:00,2
2019-03-19 08:54:00,2
2019-03-19 08:56:00,2
2019-03-19 09:16:00,2
2019-03-19 09:18:00,2
2019-03-19 09:19:00,2
2019-03-19 09:21:00,2
2019-03-19 09:43:00,2
2019-03-19 09:44:00,2
2019-03-19 09:45:00,2
2019-03-19 09:47:00,4
2019-03-19 09:50:00,2
2019-03-19 09:53:00,2
2019-03-19 09:58:00,2
2019-03-19 10:29:00,2
2019-03-19 10:30:00,4
2019-03-19 10:32:00,2
2019-03-19 10:46:00,2
2019-03-19 10:47:00,2
2019-03-19 10:48:00,2
2019-03-19 10:49:00,2
2019-03-19 10:50:00,2
2019-03-19 10:52:00,2
2019-03-19 10:54:00,2
2019-03-19 10:58:00,2
2019-03-19 11:10:00,2
2019-03-19 11:12:00,2
2019-03-19 11:13:00,2
2019-03-19 11:15:00,2
2019-03-19 11:24:00,2
2019-03-19 11:27:00,2
2019-03-19 11:29:00,2
2019-03-19 11:33:00,2
2019-03-19 11:50:00,4
2019-03-19 11:51:00,2
2019-03-19 11:52:00,2
2019-03-19 11:59:00,2
2019-03-19 12:01:00,2
2019-03-19 12:04:00,2
2019-03-19 12:06:00,2
2019-03-19 12:07:00,4
2019-03-19 12:08:00,2
2019-03-19 12:10:00,2
2019-03-19 12:31:00,2
2019-03-19 12:32:00,2
2019-03-19 12:33:00,4
2019-03-19 12:35:00,2
2019-03-19 12:36:00,2
2019-03-19 12:38:00,2
2019-03-19 12:41:00,2
2019-03-19 13:08:00,2
2019-03-19 13:10:00,2
2019-03-19 13:12:00,2
2019-03-19 13:15:00,2
2019-03-19 13:40:00,2
2019-03-19 13:41:00,4
2019-03-19 13:42:00,2
2019-03-19 13:47:00,2
2019-03-19 13:50:00,2
2019-03-19 13:52:00,2
2019-03-19 13:55:00,2
2019-03-19 14:00:00,2
2019-03-19 14:03:00,2
2019-03-19 14:06:00,2
2019-03-19 14:07:00,2
2019-03-19 14:08:00,2
2019-03-19 14:09:00,2
2019-03-19 14:10:00,2
2019-03-19 14:13:00,2
2019-03-19 14:16:00,2
2019-03-19 14:44:00,2
2019-03-19 14:48:00,2
2019-03-19 14:49:00,2
2019-03-19 14:51:00,4
2019-03-19 14:52:00,2
2019-03-19 14:54:00,4
2019-03-19 15:15:00,1
2019-03-19 15:19:00,1
2019-03-19 15:22:00,2
2019-03-19 15:23:00,1
2019-03-19 15:24:00,2
2019-03-19 15:25:00,2
2019-03-19 15:26:00,5
2019-03-19 15:28:00,2
2019-03-19 15:29:00,2
2019-03-19 15:33:00,2
2019-03-19 15:55:00,2
2019-03-19 15:56:00,2
2019-03-19 15:57:00,2
2019-03-19 15:59:00,2
2019-03-19 16:00:00,2
2019-03-19 16:04:00,2
2019-03-19 16:07:00,2
2019-03-19 16:11:00,2
