63,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-03-19 00:08:00,1
2019-03-19 00:27:00,3
2019-03-19 03:36:00,1
2019-03-19 03:37:00,1
2019-03-19 04:43:00,1
2019-03-19 04:59:00,2
2019-03-19 05:00:00,2
2019-03-19 05:01:00,2
2019-03-19 05:47:00,1
2019-03-19 06:49:00,1
2019-03-19 06:50:00,1
2019-03-19 09:16:00,1
2019-03-19 09:17:00,2
2019-03-19 09:18:00,1
2019-03-19 10:46:00,1
2019-03-19 12:43:00,1
2019-03-19 12:44:00,2
2019-03-19 12:45:00,1
2019-03-19 12:49:00,1
2019-03-19 12:51:00,1
2019-03-19 14:24:00,2
2019-03-19 14:26:00,1
2019-03-19 14:27:00,2
2019-03-19 14:28:00,1
2019-03-19 15:17:00,1
2019-03-19 15:18:00,1
2019-03-19 15:35:00,1
2019-03-19 15:49:00,2
2019-03-19 15:50:00,3
2019-03-19 15:53:00,9
2019-03-19 15:57:00,2
2019-03-19 17:51:00,1
2019-03-19 19:00:00,1
2019-03-19 19:06:00,1
2019-03-19 19:07:00,1
2019-03-19 20:08:00,1
2019-03-19 20:10:00,1
2019-03-19 20:11:00,2
2019-03-19 20:13:00,1
2019-03-19 20:14:00,2
