54,select distinct parent from DBViewCols where viewname=&&&
2019-03-19 00:44:00,2
2019-03-19 00:47:00,1
2019-03-19 00:52:00,1
2019-03-19 03:58:00,1
2019-03-19 06:35:00,1
2019-03-19 06:36:00,1
2019-03-19 06:37:00,1
2019-03-19 06:43:00,1
2019-03-19 06:49:00,1
2019-03-19 06:50:00,4
2019-03-19 06:51:00,1
2019-03-19 06:54:00,2
2019-03-19 06:55:00,4
2019-03-19 06:56:00,1
2019-03-19 08:04:00,1
2019-03-19 08:09:00,1
2019-03-19 08:11:00,1
2019-03-19 09:20:00,1
2019-03-19 09:50:00,1
2019-03-19 10:26:00,1
2019-03-19 13:15:00,3
2019-03-19 13:16:00,8
2019-03-19 13:50:00,1
2019-03-19 14:44:00,1
2019-03-19 16:14:00,2
2019-03-19 16:30:00,1
2019-03-19 16:31:00,1
2019-03-19 16:57:00,1
2019-03-19 17:42:00,1
2019-03-19 18:17:00,1
2019-03-19 19:41:00,1
2019-03-19 19:52:00,2
2019-03-19 20:16:00,1
2019-03-19 21:46:00,1
2019-03-19 23:49:00,1
