26,"SELECT TOP #   run,   camCol,   rerun,   field,   objID,   ra,   dec   FROM Galaxy   WHERE ( flags & (dbo.fPhotoFlags(&&&)   | dbo.fPhotoFlags(&&&)   | dbo.fPhotoFlags(&&&)) ) > #   and ( flags & (dbo.fPhotoFlags(&&&)   | dbo.fPhotoFlags(&&&)   | dbo.fPhotoFlags(&&&)) ) != dbo.fPhotoFlags(&&&)   and ( (flags & dbo.fPhotoFlags(&&&) = #)   and petroR5#_i > #)"
2019-03-19 03:37:00,1
2019-03-19 10:44:00,1
2019-03-19 16:26:00,1
2019-03-19 16:27:00,3
2019-03-19 16:29:00,1
2019-03-19 16:30:00,1
2019-03-19 16:31:00,1
2019-03-19 16:32:00,1
2019-03-19 16:33:00,1
2019-03-19 16:34:00,1
2019-03-19 16:35:00,1
2019-03-19 16:36:00,1
2019-03-19 16:37:00,1
2019-03-19 16:38:00,1
2019-03-19 16:39:00,1
2019-03-19 16:40:00,1
2019-03-19 16:41:00,1
2019-03-19 16:42:00,1
2019-03-19 16:43:00,1
2019-03-19 16:44:00,1
2019-03-19 16:45:00,1
2019-03-19 16:46:00,1
2019-03-19 16:47:00,1
2019-03-19 23:27:00,1
