300,"SELECT p.specobjid, p.objid, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field, s.z, p.psffwhm_z, p.psffwhm_i, p.psffwhm_r, p.psffwhm_g, p.psffwhm_u, p.expAB_z, p.expAB_i, p.expAB_r, p.expAB_g, p.expAB_u, p.expPhi_z, p.expPhi_i, p.expPhi_r, p.expPhi_g, p.expPhi_u, p.expRad_z, p.expRad_i, p.expRad_r, p.expRad_g, p.expRad_u, p.expFlux_z, p.expFlux_i, p.expFlux_r, p.expFlux_g, p.expFlux_u, p.expMag_z, p.expMag_i, p.expMag_r, p.expMag_g, p.expMag_u, p.petroRad_z, p.petroRad_i, p.petroRad_r, p.petroRad_g, p.petroRad_u, p.petroFlux_z, p.petroFlux_i, p.petroFlux_r, p.petroFlux_g, p.petroFlux_u, p.petroMag_z, p.petroMag_i, p.petroMag_r, p.petroMag_g, p.petroMag_u, p.petroR5#_z, p.petroR5#_i, p.petroR5#_r, p.petroR5#_g, p.petroR5#_u, p.rowc_z, p.rowc_i, p.rowc_r, p.rowc_g, p.rowc_u, p.colc_z, p.colc_i, p.colc_r, p.colc_g, p.colc_u, p.rowcErr_z, p.rowcErr_i, p.rowcErr_r, p.rowcErr_g, p.rowcErr_u, p.colcErr_z, p.colcErr_i, p.colcErr_r, p.colcErr_g, p.colcErr_u FROM PhotoPrimary AS p JOIN SpecPhoto AS s ON s.specobjid=p.specobjid WHERE p.specobjid = #"
2019-03-19 00:17:00,1
2019-03-19 00:43:00,1
2019-03-19 01:08:00,1
2019-03-19 01:32:00,1
2019-03-19 01:55:00,1
2019-03-19 02:18:00,1
2019-03-19 02:43:00,1
2019-03-19 03:04:00,1
2019-03-19 03:29:00,1
2019-03-19 03:52:00,1
2019-03-19 04:17:00,1
2019-03-19 04:42:00,1
2019-03-19 05:04:00,1
2019-03-19 05:27:00,1
2019-03-19 05:53:00,1
2019-03-19 06:18:00,1
2019-03-19 06:43:00,1
2019-03-19 07:03:00,1
2019-03-19 07:28:00,1
2019-03-19 07:50:00,1
2019-03-19 08:15:00,1
2019-03-19 08:38:00,1
2019-03-19 09:03:00,1
2019-03-19 09:25:00,1
2019-03-19 09:50:00,1
2019-03-19 10:16:00,1
2019-03-19 10:41:00,1
2019-03-19 11:03:00,1
2019-03-19 11:26:00,1
2019-03-19 11:51:00,1
2019-03-19 12:16:00,1
2019-03-19 12:41:00,1
2019-03-19 13:06:00,1
2019-03-19 13:32:00,1
2019-03-19 13:57:00,2
2019-03-19 13:58:00,4
2019-03-19 13:59:00,2
2019-03-19 14:00:00,3
2019-03-19 14:01:00,3
2019-03-19 14:02:00,2
2019-03-19 14:03:00,4
2019-03-19 14:04:00,4
2019-03-19 14:05:00,2
2019-03-19 14:06:00,3
2019-03-19 14:07:00,4
2019-03-19 14:08:00,3
2019-03-19 14:09:00,4
2019-03-19 14:10:00,4
2019-03-19 14:11:00,3
2019-03-19 14:12:00,4
2019-03-19 14:13:00,4
2019-03-19 14:14:00,3
2019-03-19 14:15:00,4
2019-03-19 14:16:00,2
2019-03-19 14:17:00,1
2019-03-19 14:18:00,4
2019-03-19 14:19:00,1
2019-03-19 14:20:00,2
2019-03-19 14:21:00,4
2019-03-19 14:22:00,2
2019-03-19 14:23:00,4
2019-03-19 14:24:00,4
2019-03-19 14:25:00,3
2019-03-19 14:26:00,3
2019-03-19 14:27:00,2
2019-03-19 14:28:00,3
2019-03-19 14:29:00,1
2019-03-19 14:30:00,1
2019-03-19 14:31:00,4
2019-03-19 14:32:00,3
2019-03-19 14:33:00,3
2019-03-19 14:34:00,4
2019-03-19 14:35:00,1
2019-03-19 14:36:00,4
2019-03-19 14:37:00,3
2019-03-19 14:38:00,4
2019-03-19 14:39:00,2
2019-03-19 14:40:00,3
2019-03-19 14:41:00,3
2019-03-19 14:42:00,3
2019-03-19 14:43:00,3
2019-03-19 14:44:00,4
2019-03-19 14:45:00,3
2019-03-19 14:46:00,4
2019-03-19 14:47:00,2
2019-03-19 14:48:00,3
2019-03-19 14:49:00,2
2019-03-19 14:50:00,3
2019-03-19 14:51:00,4
2019-03-19 14:52:00,2
2019-03-19 14:53:00,6
2019-03-19 14:54:00,3
2019-03-19 14:55:00,2
2019-03-19 14:56:00,3
2019-03-19 14:57:00,3
2019-03-19 14:58:00,3
2019-03-19 14:59:00,4
2019-03-19 15:00:00,2
2019-03-19 15:01:00,2
2019-03-19 15:02:00,3
2019-03-19 15:03:00,3
2019-03-19 15:04:00,4
2019-03-19 15:05:00,2
2019-03-19 15:06:00,4
2019-03-19 15:07:00,3
2019-03-19 15:08:00,3
2019-03-19 15:09:00,2
2019-03-19 15:10:00,4
2019-03-19 15:11:00,2
2019-03-19 15:12:00,3
2019-03-19 15:13:00,2
2019-03-19 15:14:00,3
2019-03-19 15:15:00,3
2019-03-19 15:16:00,3
2019-03-19 15:17:00,3
2019-03-19 15:18:00,3
2019-03-19 15:19:00,2
2019-03-19 15:20:00,2
2019-03-19 15:21:00,3
2019-03-19 15:22:00,4
2019-03-19 15:23:00,3
2019-03-19 15:24:00,2
2019-03-19 15:25:00,3
2019-03-19 15:26:00,2
2019-03-19 15:27:00,1
