23,"SELECT p.ra,p.dec,p.raErr,p.decErr,p.objId,p.run,p.rerun,p.camcol,p.field,dbo.fPhotoModeN(mode) as mode,nChild,dbo.fPhotoTypeN(p.type) as type,clean,flags,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,mjd from PhotoObj as p JOIN dbo.fGetObjFromRectEq(#,#,#,#) AS R ON P.objID=R.objID"
2019-03-19 02:15:00,1
2019-03-19 03:03:00,1
2019-03-19 03:12:00,1
2019-03-19 03:19:00,1
2019-03-19 04:57:00,2
2019-03-19 05:09:00,2
2019-03-19 05:10:00,1
2019-03-19 05:15:00,2
2019-03-19 05:17:00,1
2019-03-19 05:28:00,1
2019-03-19 05:32:00,1
2019-03-19 05:36:00,1
2019-03-19 05:38:00,1
2019-03-19 05:40:00,1
2019-03-19 05:42:00,1
2019-03-19 05:58:00,1
2019-03-19 05:59:00,1
2019-03-19 06:04:00,1
2019-03-19 23:10:00,1
2019-03-19 23:28:00,1
