10,"SELECT up_id,  dbo.fGetNearestSpecObjIdEq( up_ra,up_dec,up_sep ) as SpecobjId   FROM #upload  WHERE  dbo.fGetNearestSpecObjIdEq( up_ra,up_dec,up_sep ) IS NOT NULL  SELECT TOP #   s.ra,s.dec,s.plate,s.mjd,s.fiberid  FROM ..SpecObj as s  JOIN #x AS x ON x.SpecobjID=s.SpecobjID  JOIN #upload AS u ON u.up_id = x.up_id   WHERE  s.zWarning = #   ORDER BY x.up_id"
2019-08-25 03:43:00,1
2019-08-25 09:02:00,1
2019-08-25 10:23:00,1
2019-08-25 10:25:00,1
2019-08-25 10:58:00,1
2019-08-25 11:05:00,1
2019-08-25 11:10:00,1
2019-08-25 11:15:00,1
2019-08-25 11:26:00,1
2019-08-25 11:47:00,1
