70,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-08-25 00:00:00,1
2019-08-25 00:38:00,6
2019-08-25 00:39:00,3
2019-08-25 00:45:00,1
2019-08-25 01:45:00,1
2019-08-25 01:55:00,1
2019-08-25 02:00:00,1
2019-08-25 02:07:00,2
2019-08-25 02:45:00,1
2019-08-25 03:45:00,1
2019-08-25 04:45:00,1
2019-08-25 05:45:00,1
2019-08-25 06:45:00,1
2019-08-25 07:45:00,1
2019-08-25 08:45:00,1
2019-08-25 09:45:00,1
2019-08-25 10:45:00,1
2019-08-25 11:45:00,1
2019-08-25 12:44:00,1
2019-08-25 13:45:00,1
2019-08-25 14:45:00,1
2019-08-25 15:10:00,9
2019-08-25 15:45:00,1
2019-08-25 16:16:00,9
2019-08-25 16:44:00,1
2019-08-25 17:19:00,9
2019-08-25 17:20:00,9
2019-08-25 17:45:00,1
2019-08-25 18:45:00,1
2019-08-25 19:44:00,1
