42,select * from SpecObjAll where specObjId=#
2019-08-25 00:20:00,3
2019-08-25 00:21:00,11
2019-08-25 00:22:00,2
2019-08-25 00:51:00,1
2019-08-25 01:19:00,1
2019-08-25 02:08:00,1
2019-08-25 02:48:00,1
2019-08-25 03:36:00,1
2019-08-25 04:22:00,1
2019-08-25 04:40:00,1
2019-08-25 05:35:00,1
2019-08-25 05:52:00,1
2019-08-25 05:56:00,1
2019-08-25 07:24:00,1
2019-08-25 09:15:00,1
2019-08-25 11:11:00,1
2019-08-25 11:35:00,1
2019-08-25 17:47:00,1
2019-08-25 17:59:00,1
2019-08-25 18:03:00,4
2019-08-25 20:10:00,1
2019-08-25 20:28:00,1
2019-08-25 21:22:00,1
2019-08-25 22:26:00,1
2019-08-25 23:39:00,1
2019-08-25 23:55:00,1
