88,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-08-25 03:55:00,1
2019-08-25 03:56:00,9
2019-08-25 03:57:00,1
2019-08-25 04:06:00,1
2019-08-25 04:19:00,1
2019-08-25 04:21:00,2
2019-08-25 04:25:00,1
2019-08-25 04:30:00,1
2019-08-25 04:42:00,1
2019-08-25 04:53:00,1
2019-08-25 04:54:00,1
2019-08-25 04:57:00,1
2019-08-25 05:07:00,1
2019-08-25 05:13:00,1
2019-08-25 05:15:00,1
2019-08-25 05:20:00,2
2019-08-25 05:24:00,2
2019-08-25 05:25:00,1
2019-08-25 06:06:00,1
2019-08-25 06:57:00,8
2019-08-25 07:33:00,1
2019-08-25 07:36:00,1
2019-08-25 08:03:00,1
2019-08-25 08:05:00,3
2019-08-25 08:26:00,1
2019-08-25 08:28:00,1
2019-08-25 09:11:00,1
2019-08-25 09:38:00,1
2019-08-25 09:41:00,1
2019-08-25 09:51:00,1
2019-08-25 09:57:00,5
2019-08-25 10:42:00,1
2019-08-25 11:01:00,1
2019-08-25 13:02:00,2
2019-08-25 13:04:00,8
2019-08-25 13:05:00,4
2019-08-25 13:07:00,2
2019-08-25 13:08:00,7
2019-08-25 13:09:00,1
2019-08-25 13:10:00,3
2019-08-25 13:15:00,1
2019-08-25 22:24:00,1
2019-08-25 22:26:00,1
2019-08-25 22:43:00,1
