17,"SELECT top # objID,ra,dec,u,err_u,g,err_g,r,err_r,i,err_i,z,err_z,dered_u,dered_g,dered_r,dered_i,dered_z  from Galaxy--mydb.TABLE3#   WHERE ((ra BETWEEN # AND #  AND  RAND() BETWEEN # AND # )AND (dec BETWEEN # AND # ) )"
2019-11-14 05:17:00,1
2019-11-14 05:18:00,1
2019-11-14 05:19:00,9
2019-11-14 05:20:00,6
