3,"select s.z,s.ra,s.dec as redshift into mydb.dr1#_nov1#_#p2#_#p3#_# from galaxy p, specobj s, dbo.fgetNearByObjEq(#e+#, #e+#,#) n where p.objid=s.bestobjid and p.objid=n.objid and s.bestobjid=n.objid and s.z BETWEEN # AND #"
2019-11-14 14:28:00,1
2019-11-14 14:29:00,1
2019-11-14 15:19:00,1
