212,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-11-14 04:12:00,2
2019-11-14 04:14:00,4
2019-11-14 04:38:00,6
2019-11-14 06:24:00,4
2019-11-14 08:19:00,4
2019-11-14 09:13:00,2
2019-11-14 09:16:00,2
2019-11-14 09:49:00,2
2019-11-14 10:29:00,4
2019-11-14 10:51:00,1
2019-11-14 10:52:00,1
2019-11-14 10:53:00,1
2019-11-14 10:54:00,1
2019-11-14 10:56:00,2
2019-11-14 11:01:00,4
2019-11-14 11:02:00,2
2019-11-14 11:03:00,4
2019-11-14 11:04:00,4
2019-11-14 11:11:00,1
2019-11-14 11:12:00,1
2019-11-14 11:21:00,4
2019-11-14 11:22:00,2
2019-11-14 11:23:00,1
2019-11-14 11:24:00,1
2019-11-14 11:25:00,1
2019-11-14 11:26:00,1
2019-11-14 11:49:00,2
2019-11-14 11:51:00,2
2019-11-14 11:52:00,2
2019-11-14 12:00:00,4
2019-11-14 12:02:00,4
2019-11-14 18:23:00,2
2019-11-14 18:24:00,2
2019-11-14 19:11:00,2
2019-11-14 19:12:00,3
2019-11-14 19:13:00,1
2019-11-14 19:14:00,4
2019-11-14 19:25:00,2
2019-11-14 19:26:00,3
2019-11-14 19:27:00,3
2019-11-14 19:29:00,6
2019-11-14 19:30:00,2
2019-11-14 19:36:00,4
2019-11-14 19:41:00,2
2019-11-14 19:42:00,6
2019-11-14 19:43:00,4
2019-11-14 19:44:00,4
2019-11-14 19:45:00,4
2019-11-14 19:46:00,1
2019-11-14 19:47:00,3
2019-11-14 19:48:00,6
2019-11-14 19:49:00,2
2019-11-14 19:54:00,2
2019-11-14 19:55:00,4
2019-11-14 19:56:00,4
2019-11-14 19:57:00,4
2019-11-14 19:58:00,4
2019-11-14 20:04:00,2
2019-11-14 20:10:00,4
2019-11-14 20:11:00,8
2019-11-14 20:12:00,2
2019-11-14 20:13:00,4
2019-11-14 20:14:00,4
2019-11-14 20:15:00,2
2019-11-14 20:22:00,4
2019-11-14 20:23:00,4
2019-11-14 20:32:00,2
2019-11-14 20:33:00,4
2019-11-14 20:34:00,4
2019-11-14 20:43:00,4
2019-11-14 20:44:00,2
2019-11-14 20:55:00,2
