392,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z, psfFluxIvar_u, psfFluxIvar_g, psfFluxIvar_r, psfFluxIvar_i, psfFluxIvar_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-11-14 13:07:00,10
2019-11-14 13:09:00,10
2019-11-14 13:11:00,10
2019-11-14 13:12:00,10
2019-11-14 13:13:00,11
2019-11-14 13:14:00,10
2019-11-14 13:16:00,10
2019-11-14 13:18:00,10
2019-11-14 13:20:00,10
2019-11-14 13:22:00,10
2019-11-14 13:23:00,3
2019-11-14 13:25:00,10
2019-11-14 13:27:00,10
2019-11-14 14:03:00,1
2019-11-14 14:08:00,1
2019-11-14 14:10:00,13
2019-11-14 14:11:00,17
2019-11-14 14:12:00,10
2019-11-14 14:13:00,10
2019-11-14 14:24:00,1
2019-11-14 14:54:00,4
2019-11-14 14:55:00,10
2019-11-14 14:57:00,8
2019-11-14 14:58:00,2
2019-11-14 14:59:00,8
2019-11-14 15:00:00,2
2019-11-14 15:07:00,10
2019-11-14 15:09:00,9
2019-11-14 15:10:00,1
2019-11-14 15:11:00,10
2019-11-14 15:49:00,3
2019-11-14 15:50:00,7
2019-11-14 15:52:00,10
2019-11-14 15:54:00,10
2019-11-14 15:56:00,1
2019-11-14 16:15:00,13
2019-11-14 16:16:00,17
2019-11-14 16:19:00,10
2019-11-14 16:20:00,14
2019-11-14 16:21:00,6
2019-11-14 16:30:00,10
2019-11-14 16:31:00,10
2019-11-14 16:32:00,10
2019-11-14 16:38:00,9
2019-11-14 16:39:00,11
2019-11-14 16:40:00,10
