6,"SELECT s.specObjID, p.objID, s.ra, s.dec, s.z, p.petroMag_u, p.petroMagErr_u, p.petroMag_g, p.petroMagErr_g, p.petroMag_r, p.petroMagErr_r,  p.petroMag_i, p.petroMagErr_i, p.petroMag_z, p.petroMagErr_z, p.petroRad_r,  p.dered_u, p.dered_g, p.dered_r, p.dered_i, p.dered_z, p.extinction_u, p.extinction_g, p.extinction_r, p.extinction_i, p.extinction_z FROM specObj s  INNER JOIN PhotoObj p ON s.bestObjID = p.objID  WHERE s.ra BETWEEN # AND # AND s.dec BETWEEN # AND #  AND s.specClass = #"
2019-11-14 08:50:00,1
2019-11-14 08:54:00,2
2019-11-14 08:55:00,1
2019-11-14 08:56:00,1
2019-11-14 09:42:00,1
