31,SELECT * FROM dr1#_jun1#_#_#_#
2019-11-14 18:44:00,1
2019-11-14 18:45:00,3
2019-11-14 18:46:00,3
2019-11-14 18:47:00,4
2019-11-14 18:48:00,3
2019-11-14 18:50:00,1
2019-11-14 18:51:00,4
2019-11-14 18:52:00,4
2019-11-14 18:53:00,4
2019-11-14 18:54:00,4
