5492,select * from sqllogall2#_#_#h_to_#_#h where mm = # and dd = # and hh = #
2019-11-14 12:28:00,31
2019-11-14 12:29:00,29
2019-11-14 12:30:00,28
2019-11-14 12:31:00,26
2019-11-14 12:32:00,26
2019-11-14 12:33:00,27
2019-11-14 12:34:00,25
2019-11-14 12:35:00,12
2019-11-14 13:04:00,11
2019-11-14 13:05:00,36
2019-11-14 13:06:00,35
2019-11-14 13:07:00,34
2019-11-14 13:08:00,31
2019-11-14 13:09:00,31
2019-11-14 13:10:00,29
2019-11-14 13:11:00,27
2019-11-14 13:12:00,27
2019-11-14 13:13:00,28
2019-11-14 13:14:00,26
2019-11-14 13:15:00,25
2019-11-14 13:16:00,20
2019-11-14 13:20:00,32
2019-11-14 13:21:00,35
2019-11-14 13:22:00,34
2019-11-14 13:23:00,34
2019-11-14 13:24:00,32
2019-11-14 13:25:00,32
2019-11-14 13:26:00,30
2019-11-14 13:27:00,31
2019-11-14 13:28:00,30
2019-11-14 13:29:00,26
2019-11-14 13:30:00,26
2019-11-14 13:31:00,18
2019-11-14 14:23:00,24
2019-11-14 14:24:00,38
2019-11-14 14:25:00,36
2019-11-14 14:26:00,33
2019-11-14 14:27:00,34
2019-11-14 14:28:00,32
2019-11-14 14:29:00,31
2019-11-14 14:30:00,29
2019-11-14 14:31:00,27
2019-11-14 14:32:00,27
2019-11-14 14:33:00,27
2019-11-14 14:34:00,22
2019-11-14 14:51:00,29
2019-11-14 14:52:00,35
2019-11-14 14:53:00,32
2019-11-14 14:54:00,28
2019-11-14 14:55:00,30
2019-11-14 14:56:00,29
2019-11-14 14:57:00,28
2019-11-14 14:58:00,26
2019-11-14 14:59:00,27
2019-11-14 15:00:00,24
2019-11-14 15:01:00,25
2019-11-14 15:02:00,24
2019-11-14 15:03:00,24
2019-11-14 15:04:00,23
2019-11-14 15:07:00,13
2019-11-14 15:08:00,36
2019-11-14 15:09:00,33
2019-11-14 15:10:00,31
2019-11-14 15:11:00,30
2019-11-14 15:12:00,29
2019-11-14 15:13:00,27
2019-11-14 15:14:00,25
2019-11-14 15:15:00,25
2019-11-14 15:16:00,24
2019-11-14 15:17:00,23
2019-11-14 15:18:00,21
2019-11-14 15:19:00,22
2019-11-14 15:20:00,21
2019-11-14 15:27:00,10
2019-11-14 15:28:00,29
2019-11-14 15:29:00,23
2019-11-14 15:30:00,27
2019-11-14 15:31:00,24
2019-11-14 15:32:00,25
2019-11-14 15:33:00,25
2019-11-14 15:34:00,21
2019-11-14 15:35:00,21
2019-11-14 15:36:00,22
2019-11-14 15:37:00,21
2019-11-14 15:38:00,19
2019-11-14 15:39:00,21
2019-11-14 15:40:00,20
2019-11-14 15:41:00,19
2019-11-14 15:42:00,20
2019-11-14 15:43:00,13
2019-11-14 15:47:00,2
2019-11-14 15:48:00,34
2019-11-14 15:49:00,32
2019-11-14 15:50:00,33
2019-11-14 15:51:00,33
2019-11-14 15:52:00,19
2019-11-14 15:53:00,15
2019-11-14 15:54:00,20
2019-11-14 15:55:00,20
2019-11-14 15:56:00,20
2019-11-14 15:57:00,19
2019-11-14 15:58:00,18
2019-11-14 15:59:00,19
2019-11-14 16:00:00,17
2019-11-14 16:01:00,16
2019-11-14 16:02:00,15
2019-11-14 16:03:00,16
2019-11-14 16:04:00,12
2019-11-14 16:35:00,11
2019-11-14 16:36:00,26
2019-11-14 16:37:00,24
2019-11-14 16:38:00,21
2019-11-14 16:39:00,21
2019-11-14 16:40:00,19
2019-11-14 16:41:00,19
2019-11-14 16:42:00,20
2019-11-14 16:43:00,19
2019-11-14 16:44:00,18
2019-11-14 16:45:00,18
2019-11-14 16:46:00,17
2019-11-14 16:47:00,18
2019-11-14 16:48:00,17
2019-11-14 16:49:00,16
2019-11-14 16:50:00,16
2019-11-14 16:51:00,16
2019-11-14 16:52:00,14
2019-11-14 16:53:00,15
2019-11-14 16:54:00,14
2019-11-14 16:55:00,14
2019-11-14 16:56:00,11
2019-11-14 17:10:00,13
2019-11-14 17:11:00,30
2019-11-14 17:12:00,26
2019-11-14 17:13:00,20
2019-11-14 17:14:00,21
2019-11-14 17:15:00,18
2019-11-14 17:16:00,20
2019-11-14 17:17:00,21
2019-11-14 17:18:00,20
2019-11-14 17:19:00,22
2019-11-14 17:20:00,20
2019-11-14 17:21:00,20
2019-11-14 17:22:00,18
2019-11-14 17:23:00,20
2019-11-14 17:24:00,19
2019-11-14 17:25:00,16
2019-11-14 17:26:00,18
2019-11-14 17:27:00,16
2019-11-14 17:28:00,2
