40,SELECT TOP # objID
2019-11-14 07:17:00,1
2019-11-14 10:07:00,1
2019-11-14 12:30:00,1
2019-11-14 16:55:00,1
2019-11-14 16:56:00,1
2019-11-14 16:57:00,1
2019-11-14 16:58:00,1
2019-11-14 17:00:00,1
2019-11-14 17:28:00,1
2019-11-14 17:31:00,1
2019-11-14 17:32:00,1
2019-11-14 17:35:00,1
2019-11-14 17:39:00,1
2019-11-14 17:40:00,1
2019-11-14 17:41:00,1
2019-11-14 17:42:00,3
2019-11-14 17:43:00,2
2019-11-14 17:44:00,1
2019-11-14 17:45:00,6
2019-11-14 17:46:00,3
2019-11-14 17:47:00,2
2019-11-14 17:49:00,3
2019-11-14 17:50:00,2
2019-11-14 18:21:00,1
2019-11-14 18:35:00,1
2019-11-14 19:31:00,1
