145,"select psfSigma1_z, psfSigma2_z, psfB_z, psfP0_z, psfBeta_z, psfSigmaP_z, psfSigma1_u, psfSigma2_u, psfB_u, psfP0_u, psfBeta_u, psfSigmaP_u, psfSigma1_g, psfSigma2_g, psfB_g, psfP0_g, psfBeta_g, psfSigmaP_g, psfSigma1_r, psfSigma2_r, psfB_r, psfP0_r, psfBeta_r, psfSigmaP_r, psfSigma1_i, psfSigma2_i, psfB_i, psfP0_i, psfBeta_i, psfSigmaP_i from Field where run = # and rerun = # and camcol = # and field = #"
2019-11-14 18:03:00,5
2019-11-14 18:04:00,5
2019-11-14 18:09:00,10
2019-11-14 18:14:00,7
2019-11-14 18:15:00,3
2019-11-14 18:20:00,10
2019-11-14 18:25:00,10
2019-11-14 18:30:00,8
2019-11-14 18:31:00,2
2019-11-14 18:36:00,10
2019-11-14 18:41:00,9
2019-11-14 18:42:00,1
2019-11-14 18:47:00,10
2019-11-14 18:49:00,1
2019-11-14 18:53:00,10
2019-11-14 18:58:00,8
2019-11-14 19:03:00,10
2019-11-14 19:09:00,5
2019-11-14 19:10:00,5
2019-11-14 19:13:00,3
2019-11-14 19:14:00,2
2019-11-14 19:27:00,1
2019-11-14 20:01:00,10
