9,select gal.u
2019-11-14 15:01:00,1
2019-11-14 15:02:00,1
2019-11-14 15:08:00,1
2019-11-14 15:36:00,1
2019-11-14 15:55:00,2
2019-11-14 17:16:00,1
2019-11-14 17:17:00,1
2019-11-14 17:20:00,1
