10,"SELECT p.objId,p.ra,p.dec,p.petror9#_r, p.expAB_r,     p.dered_u as u, p.dered_g as g, p.dered_r as r, p.dered_i as i,      s.z, s.plate, s.mjd, s.fiberid FROM galaxy AS p    JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.petror9#_r > #   and p.ra between # and #   and s.z between # and #   and p.g < #"
2019-11-14 08:12:00,1
2019-11-14 08:13:00,1
2019-11-14 08:20:00,1
2019-11-14 09:08:00,1
2019-11-14 10:57:00,1
2019-11-14 10:59:00,1
2019-11-14 13:43:00,1
2019-11-14 13:45:00,1
2019-11-14 14:40:00,1
2019-11-14 15:50:00,1
