143,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-03-27 08:03:00,2
2019-03-27 08:04:00,2
2019-03-27 08:05:00,2
2019-03-27 08:07:00,2
2019-03-27 08:27:00,1
2019-03-27 08:28:00,1
2019-03-27 08:29:00,1
2019-03-27 08:31:00,1
2019-03-27 08:58:00,2
2019-03-27 08:59:00,2
2019-03-27 09:00:00,2
2019-03-27 09:02:00,2
2019-03-27 09:18:00,2
2019-03-27 09:20:00,2
2019-03-27 09:21:00,2
2019-03-27 09:22:00,1
2019-03-27 09:23:00,1
2019-03-27 09:35:00,1
2019-03-27 09:36:00,1
2019-03-27 09:37:00,1
2019-03-27 09:39:00,1
2019-03-27 10:59:00,2
2019-03-27 11:00:00,2
2019-03-27 11:01:00,2
2019-03-27 11:03:00,2
2019-03-27 12:43:00,4
2019-03-27 12:44:00,2
2019-03-27 12:46:00,2
2019-03-27 13:17:00,2
2019-03-27 13:18:00,2
2019-03-27 13:19:00,2
2019-03-27 13:21:00,2
2019-03-27 13:46:00,2
2019-03-27 13:47:00,2
2019-03-27 13:48:00,2
2019-03-27 13:50:00,2
2019-03-27 14:12:00,2
2019-03-27 14:13:00,2
2019-03-27 14:14:00,2
2019-03-27 14:16:00,2
2019-03-27 14:39:00,2
2019-03-27 14:40:00,2
2019-03-27 14:41:00,2
2019-03-27 14:43:00,2
2019-03-27 15:13:00,2
2019-03-27 15:14:00,2
2019-03-27 15:16:00,2
2019-03-27 15:18:00,2
2019-03-27 15:38:00,2
2019-03-27 15:39:00,2
2019-03-27 15:40:00,2
2019-03-27 15:42:00,2
2019-03-27 16:03:00,2
2019-03-27 16:04:00,3
2019-03-27 16:05:00,2
2019-03-27 16:06:00,6
2019-03-27 16:07:00,4
2019-03-27 16:08:00,2
2019-03-27 16:09:00,2
2019-03-27 16:10:00,2
2019-03-27 16:30:00,2
2019-03-27 16:31:00,2
2019-03-27 16:32:00,2
2019-03-27 16:34:00,2
2019-03-27 17:04:00,2
2019-03-27 17:06:00,2
2019-03-27 17:07:00,2
2019-03-27 17:09:00,2
2019-03-27 17:29:00,2
2019-03-27 17:30:00,2
2019-03-27 17:31:00,2
2019-03-27 17:33:00,2
