3772,"select  	r.run, r.rerun, r.camcol, r.field, f.fieldId, r.stripe, r.strip,  	r.ra, r.dec, r.raMin, r.raMax, r.decMin, r.decMax,  	r.mu, r.nu, r.incl, r.node, 	r.a, r.b, r.c, r.d, r.e, r.f,  	f.quality, 	f.a_u, f.b_u, f.c_u, f.d_u, f.e_u, f.f_u, 	f.a_g, f.b_g, f.c_g, f.d_g, f.e_g, f.f_g, 	f.a_r, f.b_r, f.c_r, f.d_r, f.e_r, f.f_r, 	f.a_i, f.b_i, f.c_i, f.d_i, f.e_i, f.f_i, 	f.a_z, f.b_z, f.c_z, f.d_z, f.e_z, f.f_z,   dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as u_url, 	dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as g_url, 	dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as r_url, 	dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as i_url, 	dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as z_url   from dbo.fGetNearbyFrameEq(#,#,#,#) n, Frame r, Field f   where f.fieldId=r.fieldId and r.fieldId=n.fieldId and r.zoom=#"
2019-03-27 00:00:00,4
2019-03-27 00:02:00,2
2019-03-27 00:03:00,2
2019-03-27 00:04:00,8
2019-03-27 00:07:00,4
2019-03-27 00:08:00,1
2019-03-27 00:10:00,4
2019-03-27 00:12:00,2
2019-03-27 00:13:00,2
2019-03-27 00:14:00,8
2019-03-27 00:17:00,3
2019-03-27 00:18:00,1
2019-03-27 00:20:00,4
2019-03-27 00:22:00,2
2019-03-27 00:23:00,2
2019-03-27 00:24:00,8
2019-03-27 00:27:00,3
2019-03-27 00:28:00,1
2019-03-27 00:30:00,4
2019-03-27 00:32:00,2
2019-03-27 00:33:00,2
2019-03-27 00:34:00,10
2019-03-27 00:35:00,1
2019-03-27 00:37:00,3
2019-03-27 00:38:00,1
2019-03-27 00:40:00,5
2019-03-27 00:41:00,1
2019-03-27 00:42:00,2
2019-03-27 00:43:00,2
2019-03-27 00:44:00,8
2019-03-27 00:47:00,3
2019-03-27 00:48:00,1
2019-03-27 00:50:00,4
2019-03-27 00:52:00,2
2019-03-27 00:53:00,7
2019-03-27 00:54:00,12
2019-03-27 00:57:00,3
2019-03-27 00:58:00,2
2019-03-27 00:59:00,20
2019-03-27 01:00:00,4
2019-03-27 01:01:00,10
2019-03-27 01:02:00,2
2019-03-27 01:03:00,3
2019-03-27 01:04:00,8
2019-03-27 01:07:00,4
2019-03-27 01:08:00,1
2019-03-27 01:10:00,4
2019-03-27 01:12:00,2
2019-03-27 01:13:00,2
2019-03-27 01:14:00,8
2019-03-27 01:16:00,1
2019-03-27 01:17:00,3
2019-03-27 01:18:00,1
2019-03-27 01:20:00,4
2019-03-27 01:22:00,2
2019-03-27 01:23:00,2
2019-03-27 01:24:00,8
2019-03-27 01:27:00,3
2019-03-27 01:28:00,1
2019-03-27 01:30:00,4
2019-03-27 01:32:00,2
2019-03-27 01:33:00,2
2019-03-27 01:34:00,10
2019-03-27 01:37:00,3
2019-03-27 01:38:00,1
2019-03-27 01:40:00,5
2019-03-27 01:41:00,1
2019-03-27 01:42:00,22
2019-03-27 01:43:00,12
2019-03-27 01:44:00,7
2019-03-27 01:45:00,1
2019-03-27 01:47:00,3
2019-03-27 01:48:00,1
2019-03-27 01:49:00,1
2019-03-27 01:50:00,4
2019-03-27 01:51:00,4
2019-03-27 01:52:00,2
2019-03-27 01:53:00,7
2019-03-27 01:55:00,8
2019-03-27 01:57:00,4
2019-03-27 01:58:00,5
2019-03-27 02:00:00,4
2019-03-27 02:02:00,2
2019-03-27 02:03:00,2
2019-03-27 02:04:00,8
2019-03-27 02:07:00,4
2019-03-27 02:08:00,1
2019-03-27 02:10:00,4
2019-03-27 02:12:00,2
2019-03-27 02:13:00,2
2019-03-27 02:14:00,8
2019-03-27 02:17:00,3
2019-03-27 02:18:00,1
2019-03-27 02:20:00,8
2019-03-27 02:22:00,2
2019-03-27 02:23:00,3
2019-03-27 02:24:00,8
2019-03-27 02:27:00,3
2019-03-27 02:28:00,1
2019-03-27 02:30:00,4
2019-03-27 02:32:00,6
2019-03-27 02:33:00,2
2019-03-27 02:34:00,4
2019-03-27 02:35:00,8
2019-03-27 02:37:00,3
2019-03-27 02:38:00,1
2019-03-27 02:40:00,5
2019-03-27 02:41:00,1
2019-03-27 02:42:00,6
2019-03-27 02:43:00,2
2019-03-27 02:44:00,1
2019-03-27 02:45:00,7
2019-03-27 02:47:00,3
2019-03-27 02:48:00,6
2019-03-27 02:50:00,4
2019-03-27 02:52:00,2
2019-03-27 02:53:00,7
2019-03-27 02:55:00,8
2019-03-27 02:56:00,4
2019-03-27 02:57:00,8
2019-03-27 02:58:00,3
2019-03-27 03:00:00,4
2019-03-27 03:02:00,2
2019-03-27 03:03:00,2
2019-03-27 03:04:00,4
2019-03-27 03:05:00,8
2019-03-27 03:07:00,4
2019-03-27 03:08:00,1
2019-03-27 03:10:00,4
2019-03-27 03:12:00,2
2019-03-27 03:13:00,2
2019-03-27 03:15:00,8
2019-03-27 03:17:00,3
2019-03-27 03:18:00,1
2019-03-27 03:20:00,4
2019-03-27 03:22:00,2
2019-03-27 03:23:00,2
2019-03-27 03:25:00,8
2019-03-27 03:27:00,3
2019-03-27 03:28:00,1
2019-03-27 03:30:00,4
2019-03-27 03:32:00,2
2019-03-27 03:33:00,2
2019-03-27 03:34:00,2
2019-03-27 03:35:00,8
2019-03-27 03:37:00,3
2019-03-27 03:38:00,2
2019-03-27 03:40:00,5
2019-03-27 03:41:00,1
2019-03-27 03:42:00,2
2019-03-27 03:43:00,2
2019-03-27 03:45:00,8
2019-03-27 03:47:00,3
2019-03-27 03:48:00,1
2019-03-27 03:50:00,4
2019-03-27 03:52:00,2
2019-03-27 03:53:00,7
2019-03-27 03:55:00,8
2019-03-27 03:57:00,3
2019-03-27 03:58:00,2
2019-03-27 04:00:00,4
2019-03-27 04:02:00,2
2019-03-27 04:03:00,2
2019-03-27 04:05:00,8
2019-03-27 04:07:00,4
2019-03-27 04:08:00,1
2019-03-27 04:09:00,1
2019-03-27 04:10:00,8
2019-03-27 04:11:00,4
2019-03-27 04:12:00,2
2019-03-27 04:13:00,2
2019-03-27 04:14:00,1
2019-03-27 04:15:00,8
2019-03-27 04:17:00,3
2019-03-27 04:18:00,1
2019-03-27 04:20:00,4
2019-03-27 04:22:00,2
2019-03-27 04:23:00,2
2019-03-27 04:25:00,8
2019-03-27 04:27:00,8
2019-03-27 04:28:00,1
2019-03-27 04:29:00,4
2019-03-27 04:30:00,4
2019-03-27 04:32:00,2
2019-03-27 04:33:00,2
2019-03-27 04:34:00,2
2019-03-27 04:35:00,8
2019-03-27 04:37:00,3
2019-03-27 04:38:00,1
2019-03-27 04:40:00,8
2019-03-27 04:41:00,1
2019-03-27 04:42:00,2
2019-03-27 04:43:00,2
2019-03-27 04:45:00,8
2019-03-27 04:47:00,4
2019-03-27 04:48:00,4
2019-03-27 04:49:00,1
2019-03-27 04:50:00,3
2019-03-27 04:52:00,2
2019-03-27 04:53:00,7
2019-03-27 04:55:00,8
2019-03-27 04:57:00,3
2019-03-27 04:58:00,3
2019-03-27 05:00:00,4
2019-03-27 05:02:00,2
2019-03-27 05:03:00,2
2019-03-27 05:04:00,1
2019-03-27 05:05:00,9
2019-03-27 05:06:00,11
2019-03-27 05:07:00,15
2019-03-27 05:08:00,1
2019-03-27 05:09:00,10
2019-03-27 05:10:00,4
2019-03-27 05:12:00,2
2019-03-27 05:13:00,2
2019-03-27 05:15:00,9
2019-03-27 05:17:00,3
2019-03-27 05:18:00,1
2019-03-27 05:20:00,4
2019-03-27 05:22:00,2
2019-03-27 05:23:00,2
2019-03-27 05:25:00,8
2019-03-27 05:27:00,3
2019-03-27 05:28:00,1
2019-03-27 05:30:00,4
2019-03-27 05:32:00,2
2019-03-27 05:33:00,2
2019-03-27 05:34:00,2
2019-03-27 05:35:00,12
2019-03-27 05:36:00,1
2019-03-27 05:37:00,3
2019-03-27 05:38:00,1
2019-03-27 05:40:00,5
2019-03-27 05:41:00,1
2019-03-27 05:42:00,2
2019-03-27 05:43:00,2
2019-03-27 05:45:00,8
2019-03-27 05:47:00,3
2019-03-27 05:48:00,3
2019-03-27 05:49:00,1
2019-03-27 05:50:00,4
2019-03-27 05:52:00,2
2019-03-27 05:53:00,7
2019-03-27 05:55:00,8
2019-03-27 05:56:00,8
2019-03-27 05:57:00,4
2019-03-27 05:58:00,2
2019-03-27 06:00:00,4
