311,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-03-27 00:07:00,2
2019-03-27 00:22:00,1
2019-03-27 00:34:00,34
2019-03-27 00:37:00,4
2019-03-27 01:09:00,2
2019-03-27 01:18:00,20
2019-03-27 01:24:00,1
2019-03-27 01:47:00,3
2019-03-27 03:21:00,3
2019-03-27 03:27:00,1
2019-03-27 03:37:00,1
2019-03-27 03:48:00,1
2019-03-27 03:59:00,1
2019-03-27 04:04:00,1
2019-03-27 04:08:00,1
2019-03-27 05:37:00,1
2019-03-27 05:54:00,1
2019-03-27 06:03:00,1
2019-03-27 06:15:00,1
2019-03-27 06:17:00,1
2019-03-27 06:19:00,1
2019-03-27 06:21:00,1
2019-03-27 06:31:00,1
2019-03-27 06:33:00,1
2019-03-27 06:47:00,1
2019-03-27 06:54:00,1
2019-03-27 07:11:00,1
2019-03-27 07:14:00,1
2019-03-27 08:38:00,1
2019-03-27 08:43:00,1
2019-03-27 08:47:00,1
2019-03-27 09:10:00,1
2019-03-27 09:21:00,1
2019-03-27 09:28:00,1
2019-03-27 09:37:00,1
2019-03-27 13:00:00,1
2019-03-27 13:13:00,1
2019-03-27 13:49:00,1
2019-03-27 14:09:00,1
2019-03-27 15:11:00,1
2019-03-27 15:13:00,2
2019-03-27 15:18:00,1
2019-03-27 15:21:00,1
2019-03-27 15:31:00,1
2019-03-27 15:34:00,1
2019-03-27 15:38:00,1
2019-03-27 15:44:00,1
2019-03-27 15:47:00,1
2019-03-27 16:05:00,1
2019-03-27 16:19:00,1
2019-03-27 18:02:00,1
2019-03-27 18:12:00,3
2019-03-27 18:14:00,1
2019-03-27 18:15:00,4
2019-03-27 18:16:00,4
2019-03-27 18:17:00,5
2019-03-27 18:18:00,4
2019-03-27 18:19:00,5
2019-03-27 18:20:00,5
2019-03-27 18:21:00,4
2019-03-27 18:22:00,5
2019-03-27 18:23:00,4
2019-03-27 18:24:00,4
2019-03-27 18:25:00,5
2019-03-27 18:26:00,4
2019-03-27 18:27:00,5
2019-03-27 18:28:00,4
2019-03-27 18:29:00,4
2019-03-27 18:30:00,5
2019-03-27 18:31:00,3
2019-03-27 18:32:00,4
2019-03-27 18:33:00,5
2019-03-27 18:34:00,5
2019-03-27 18:35:00,4
2019-03-27 18:36:00,5
2019-03-27 18:37:00,4
2019-03-27 18:38:00,4
2019-03-27 18:39:00,4
2019-03-27 18:40:00,4
2019-03-27 18:41:00,5
2019-03-27 18:42:00,4
2019-03-27 18:43:00,4
2019-03-27 18:44:00,4
2019-03-27 18:45:00,4
2019-03-27 18:46:00,5
2019-03-27 18:47:00,4
2019-03-27 18:48:00,4
2019-03-27 18:49:00,5
2019-03-27 18:50:00,4
2019-03-27 18:51:00,5
2019-03-27 18:52:00,4
2019-03-27 18:53:00,4
2019-03-27 18:54:00,5
2019-03-27 18:55:00,4
2019-03-27 18:56:00,4
2019-03-27 18:57:00,5
2019-03-27 18:58:00,4
2019-03-27 20:12:00,1
2019-03-27 20:27:00,1
2019-03-27 20:48:00,1
