203,"select   z, ra, dec, bestObjID   from   specObj   where   class = &&&   and ra BETWEEN # AND #   and dec BETWEEN # AND #   and z BETWEEN nan and nan"
2019-03-27 14:07:00,32
2019-03-27 14:08:00,1
2019-03-27 14:13:00,29
2019-03-27 14:14:00,106
2019-03-27 14:15:00,35
