3,"SELECT p.objID,p.ra,p.dec,p.dered_u,p.dered_g,p.dered_r,p.dered_i,p.dered_z,p.clean,p.flags, z.z as photoz,z.zErr as photozErr,  s.specObjID as specObjID,s.z as specz,s.zErr as speczErr,  dbo.fPhotoFlagsN(p.flags) as note from PhotoObjAll as p  LEFT OUTER JOIN photoz as z ON z.ObjID = p.ObjID LEFT OUTER JOIN specObjAll as s ON s.bestObjID = p.ObjID WHERE p.petroRad_r ># and p.dered_r <# and dered_r ># and p.dered_i <# and p.dered_z <# and (flags & dbo.fPhotoFlags(&&&)) = # and ((# - # <= p.ra and p.ra <= #) or (# <= p.ra and p.ra <= #)) and # <= p.dec and p.dec <= #"
2019-03-27 11:35:00,1
2019-03-27 12:30:00,1
2019-03-27 12:40:00,1
