74,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-03-27 03:17:00,1
2019-03-27 05:24:00,2
2019-03-27 06:48:00,1
2019-03-27 06:57:00,1
2019-03-27 07:27:00,1
2019-03-27 07:39:00,1
2019-03-27 07:42:00,1
2019-03-27 07:45:00,1
2019-03-27 08:42:00,1
2019-03-27 08:44:00,1
2019-03-27 09:48:00,1
2019-03-27 12:48:00,1
2019-03-27 13:01:00,1
2019-03-27 13:02:00,1
2019-03-27 13:05:00,2
2019-03-27 13:07:00,2
2019-03-27 13:10:00,2
2019-03-27 13:11:00,3
2019-03-27 13:12:00,3
2019-03-27 13:14:00,1
2019-03-27 13:18:00,3
2019-03-27 13:19:00,2
2019-03-27 13:22:00,1
2019-03-27 13:23:00,5
2019-03-27 13:25:00,2
2019-03-27 13:28:00,1
2019-03-27 13:30:00,3
2019-03-27 13:31:00,1
2019-03-27 13:33:00,2
2019-03-27 13:35:00,2
2019-03-27 13:37:00,1
2019-03-27 13:39:00,2
2019-03-27 13:41:00,1
2019-03-27 13:42:00,1
2019-03-27 13:43:00,2
2019-03-27 13:44:00,2
2019-03-27 13:45:00,1
2019-03-27 13:46:00,3
2019-03-27 13:47:00,4
2019-03-27 15:58:00,3
2019-03-27 18:14:00,1
2019-03-27 20:33:00,1
2019-03-27 20:34:00,2
