5,"select ra, dec, modelMag_g from PhotoTag where (modelMag_u-modelMag_g<#)  and (dec between # and #) order by modelMag_g"
2019-03-27 00:26:00,1
2019-03-27 00:27:00,1
2019-03-27 00:28:00,1
2019-03-27 00:29:00,1
2019-03-27 00:30:00,1
