107,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-03-27 00:59:00,10
2019-03-27 01:42:00,9
2019-03-27 01:58:00,1
2019-03-27 02:59:00,1
2019-03-27 03:09:00,1
2019-03-27 03:58:00,1
2019-03-27 04:59:00,1
2019-03-27 05:07:00,9
2019-03-27 05:59:00,1
2019-03-27 06:00:00,1
2019-03-27 06:05:00,9
2019-03-27 07:00:00,1
2019-03-27 07:58:00,1
2019-03-27 08:59:00,1
2019-03-27 09:02:00,1
2019-03-27 09:12:00,9
2019-03-27 09:58:00,1
2019-03-27 10:03:00,3
2019-03-27 10:04:00,6
2019-03-27 10:57:00,1
2019-03-27 11:42:00,1
2019-03-27 11:58:00,1
2019-03-27 11:59:00,1
2019-03-27 12:23:00,1
2019-03-27 12:58:00,1
2019-03-27 13:36:00,1
2019-03-27 13:49:00,9
2019-03-27 13:57:00,1
2019-03-27 14:59:00,1
2019-03-27 15:59:00,1
2019-03-27 16:58:00,1
2019-03-27 17:12:00,1
2019-03-27 17:13:00,1
2019-03-27 17:34:00,9
2019-03-27 17:58:00,1
2019-03-27 18:13:00,1
2019-03-27 18:14:00,1
2019-03-27 18:15:00,1
2019-03-27 18:16:00,1
2019-03-27 18:17:00,1
2019-03-27 18:21:00,1
2019-03-27 18:58:00,1
2019-03-27 19:58:00,1
