583,"select psf2GSigma1_u, psf2GSigma1_g, psf2GSigma1_r, psf2GSigma1_i, psf2GSigma1_z, psf2GSigma2_u, psf2GSigma2_g, psf2GSigma2_r, psf2GSigma2_i, psf2GSigma2_z, psf2GB_u, psf2GB_g,psf2GB_r, psf2GB_i, psf2GB_z, psfWidth_u, psfWidth_g, psfWidth_r, psfWidth_i, psfWidth_z from Field where run = # and rerun = # and camcol = # and field = #"
2019-11-04 15:22:00,4
2019-11-04 15:23:00,10
2019-11-04 15:27:00,10
2019-11-04 15:30:00,10
2019-11-04 15:32:00,10
2019-11-04 15:35:00,10
2019-11-04 15:40:00,10
2019-11-04 15:42:00,10
2019-11-04 15:44:00,4
2019-11-04 15:45:00,6
2019-11-04 15:47:00,10
2019-11-04 15:50:00,10
2019-11-04 15:52:00,10
2019-11-04 15:54:00,4
2019-11-04 15:55:00,7
2019-11-04 15:56:00,3
2019-11-04 15:58:00,10
2019-11-04 16:01:00,6
2019-11-04 16:02:00,4
2019-11-04 16:03:00,4
2019-11-04 16:04:00,10
2019-11-04 16:07:00,10
2019-11-04 16:10:00,10
2019-11-04 16:12:00,10
2019-11-04 16:14:00,10
2019-11-04 16:17:00,10
2019-11-04 16:20:00,10
2019-11-04 16:22:00,10
2019-11-04 16:24:00,10
2019-11-04 16:26:00,10
2019-11-04 16:28:00,10
2019-11-04 16:30:00,4
2019-11-04 16:31:00,6
2019-11-04 16:33:00,10
2019-11-04 16:35:00,10
2019-11-04 16:37:00,3
2019-11-04 16:38:00,3
2019-11-04 16:39:00,3
2019-11-04 16:40:00,10
2019-11-04 16:42:00,10
2019-11-04 16:45:00,10
2019-11-04 16:48:00,10
2019-11-04 16:51:00,10
2019-11-04 16:54:00,10
2019-11-04 16:57:00,4
2019-11-04 16:58:00,2
2019-11-04 16:59:00,10
2019-11-04 17:02:00,10
2019-11-04 17:04:00,3
2019-11-04 17:05:00,7
2019-11-04 17:07:00,10
2019-11-04 17:10:00,10
2019-11-04 17:13:00,10
2019-11-04 17:15:00,6
2019-11-04 17:16:00,10
2019-11-04 17:19:00,10
2019-11-04 17:21:00,5
2019-11-04 17:23:00,10
2019-11-04 17:26:00,10
2019-11-04 17:29:00,3
2019-11-04 17:30:00,10
2019-11-04 17:33:00,12
2019-11-04 17:36:00,10
2019-11-04 17:38:00,3
2019-11-04 17:39:00,3
2019-11-04 17:40:00,10
2019-11-04 17:43:00,10
2019-11-04 17:45:00,10
2019-11-04 17:47:00,11
2019-11-04 17:50:00,4
2019-11-04 17:51:00,1
2019-11-04 17:52:00,11
2019-11-04 17:54:00,4
2019-11-04 17:55:00,2
2019-11-04 17:56:00,1
