64,select distinct parent from DBViewCols where viewname=&&&
2019-11-04 00:13:00,4
2019-11-04 00:26:00,1
2019-11-04 00:55:00,1
2019-11-04 00:58:00,1
2019-11-04 02:32:00,2
2019-11-04 02:50:00,1
2019-11-04 04:29:00,3
2019-11-04 07:07:00,3
2019-11-04 07:19:00,2
2019-11-04 09:41:00,1
2019-11-04 09:43:00,2
2019-11-04 10:10:00,1
2019-11-04 10:17:00,1
2019-11-04 10:23:00,1
2019-11-04 10:24:00,1
2019-11-04 10:25:00,1
2019-11-04 10:52:00,2
2019-11-04 11:21:00,1
2019-11-04 11:54:00,2
2019-11-04 11:55:00,1
2019-11-04 12:01:00,1
2019-11-04 12:02:00,1
2019-11-04 13:20:00,1
2019-11-04 15:49:00,1
2019-11-04 16:43:00,1
2019-11-04 16:50:00,1
2019-11-04 17:20:00,1
2019-11-04 19:05:00,1
2019-11-04 19:12:00,1
2019-11-04 19:45:00,4
2019-11-04 19:46:00,3
2019-11-04 19:49:00,3
2019-11-04 20:06:00,4
2019-11-04 20:22:00,4
2019-11-04 20:43:00,1
2019-11-04 21:24:00,1
2019-11-04 22:19:00,2
2019-11-04 23:20:00,1
