528,select * from sqllogall2#_#_#h_to_#_#h where mm = # and dd = # and hh = #
2019-11-04 13:52:00,20
2019-11-04 13:53:00,35
2019-11-04 13:54:00,29
2019-11-04 13:55:00,21
2019-11-04 13:56:00,26
2019-11-04 13:57:00,24
2019-11-04 13:58:00,19
2019-11-04 13:59:00,17
2019-11-04 14:00:00,17
2019-11-04 14:01:00,14
2019-11-04 14:02:00,14
2019-11-04 14:03:00,13
2019-11-04 14:04:00,13
2019-11-04 14:05:00,12
2019-11-04 14:06:00,12
2019-11-04 14:07:00,12
2019-11-04 14:08:00,11
2019-11-04 14:09:00,12
2019-11-04 14:10:00,10
2019-11-04 14:11:00,11
2019-11-04 14:12:00,11
2019-11-04 14:13:00,7
2019-11-04 14:46:00,22
2019-11-04 14:47:00,21
2019-11-04 14:48:00,20
2019-11-04 14:49:00,19
2019-11-04 14:50:00,19
2019-11-04 14:51:00,17
2019-11-04 14:52:00,16
2019-11-04 14:53:00,14
2019-11-04 14:54:00,14
2019-11-04 14:55:00,6
