1623,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-11-04 13:32:00,4
2019-11-04 13:33:00,69
2019-11-04 13:36:00,3
2019-11-04 13:37:00,54
2019-11-04 13:38:00,49
2019-11-04 13:39:00,59
2019-11-04 13:40:00,54
2019-11-04 13:41:00,214
2019-11-04 13:43:00,99
2019-11-04 13:45:00,57
2019-11-04 13:46:00,91
2019-11-04 13:47:00,115
2019-11-04 13:48:00,40
2019-11-04 13:50:00,68
2019-11-04 13:51:00,144
2019-11-04 13:52:00,56
2019-11-04 13:53:00,8
2019-11-04 13:54:00,27
2019-11-04 13:55:00,82
2019-11-04 13:56:00,154
2019-11-04 13:57:00,70
2019-11-04 13:58:00,46
2019-11-04 14:00:00,42
2019-11-04 14:01:00,18
