34,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-11-04 00:09:00,1
2019-11-04 00:14:00,1
2019-11-04 00:42:00,1
2019-11-04 02:18:00,1
2019-11-04 06:40:00,1
2019-11-04 07:20:00,2
2019-11-04 10:38:00,1
2019-11-04 12:14:00,2
2019-11-04 12:15:00,7
2019-11-04 12:36:00,1
2019-11-04 12:39:00,1
2019-11-04 12:41:00,1
2019-11-04 15:15:00,2
2019-11-04 15:29:00,1
2019-11-04 17:48:00,1
2019-11-04 19:05:00,1
2019-11-04 19:10:00,1
2019-11-04 19:12:00,1
2019-11-04 19:14:00,1
2019-11-04 19:17:00,1
2019-11-04 20:09:00,1
2019-11-04 20:24:00,1
2019-11-04 20:57:00,1
2019-11-04 22:43:00,1
2019-11-04 22:46:00,1
