1166,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z, psfFluxIvar_u, psfFluxIvar_g, psfFluxIvar_r, psfFluxIvar_i, psfFluxIvar_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-11-04 11:21:00,4
2019-11-04 11:25:00,10
2019-11-04 11:27:00,10
2019-11-04 11:30:00,10
2019-11-04 11:32:00,10
2019-11-04 11:35:00,10
2019-11-04 11:37:00,10
2019-11-04 11:39:00,4
2019-11-04 11:40:00,6
2019-11-04 11:41:00,5
2019-11-04 11:42:00,5
2019-11-04 11:44:00,10
2019-11-04 11:46:00,10
2019-11-04 11:48:00,10
2019-11-04 11:49:00,4
2019-11-04 11:50:00,9
2019-11-04 11:51:00,1
2019-11-04 11:53:00,10
2019-11-04 11:54:00,6
2019-11-04 11:55:00,4
2019-11-04 11:56:00,4
2019-11-04 11:58:00,10
2019-11-04 12:00:00,10
2019-11-04 12:01:00,5
2019-11-04 12:02:00,5
2019-11-04 12:04:00,10
2019-11-04 12:06:00,10
2019-11-04 12:08:00,10
2019-11-04 12:10:00,10
2019-11-04 12:12:00,10
2019-11-04 12:13:00,1
2019-11-04 12:14:00,9
2019-11-04 12:15:00,10
2019-11-04 12:17:00,10
2019-11-04 12:19:00,10
2019-11-04 12:22:00,10
2019-11-04 12:23:00,3
2019-11-04 12:24:00,10
2019-11-04 12:25:00,3
2019-11-04 12:26:00,3
2019-11-04 12:28:00,10
2019-11-04 12:30:00,10
2019-11-04 12:33:00,10
2019-11-04 12:35:00,10
2019-11-04 12:38:00,10
2019-11-04 12:40:00,10
2019-11-04 12:41:00,5
2019-11-04 12:42:00,1
2019-11-04 12:44:00,10
2019-11-04 12:46:00,10
2019-11-04 12:48:00,10
2019-11-04 12:50:00,10
2019-11-04 12:52:00,10
2019-11-04 12:54:00,10
2019-11-04 12:55:00,6
2019-11-04 12:57:00,10
2019-11-04 12:59:00,10
2019-11-04 13:02:00,3
2019-11-04 13:03:00,2
2019-11-04 13:08:00,10
2019-11-04 13:14:00,10
2019-11-04 13:15:00,3
2019-11-04 13:17:00,6
2019-11-04 13:18:00,6
2019-11-04 13:24:00,10
2019-11-04 13:29:00,10
2019-11-04 13:32:00,6
2019-11-04 13:38:00,10
2019-11-04 13:43:00,10
2019-11-04 13:47:00,7
2019-11-04 13:48:00,4
2019-11-04 13:54:00,10
2019-11-04 13:56:00,5
2019-11-04 13:57:00,1
2019-11-04 14:02:00,10
2019-11-04 14:04:00,4
2019-11-04 14:05:00,2
2019-11-04 14:06:00,1
2019-11-04 15:23:00,4
2019-11-04 15:26:00,8
2019-11-04 15:27:00,2
2019-11-04 15:29:00,10
2019-11-04 15:32:00,10
2019-11-04 15:35:00,10
2019-11-04 15:39:00,10
2019-11-04 15:41:00,10
2019-11-04 15:44:00,10
2019-11-04 15:47:00,10
2019-11-04 15:49:00,10
2019-11-04 15:51:00,1
2019-11-04 15:52:00,9
2019-11-04 15:54:00,10
2019-11-04 15:55:00,4
2019-11-04 15:57:00,10
2019-11-04 16:00:00,10
2019-11-04 16:02:00,6
2019-11-04 16:03:00,4
2019-11-04 16:04:00,4
2019-11-04 16:07:00,10
2019-11-04 16:09:00,8
2019-11-04 16:10:00,2
2019-11-04 16:11:00,10
2019-11-04 16:14:00,10
2019-11-04 16:16:00,4
2019-11-04 16:17:00,6
2019-11-04 16:19:00,10
2019-11-04 16:21:00,10
2019-11-04 16:23:00,8
2019-11-04 16:24:00,2
2019-11-04 16:26:00,10
2019-11-04 16:28:00,10
2019-11-04 16:30:00,10
2019-11-04 16:32:00,10
2019-11-04 16:35:00,10
2019-11-04 16:37:00,10
2019-11-04 16:38:00,3
2019-11-04 16:39:00,3
2019-11-04 16:40:00,3
2019-11-04 16:42:00,10
2019-11-04 16:44:00,10
2019-11-04 16:47:00,1
2019-11-04 16:48:00,9
2019-11-04 16:51:00,10
2019-11-04 16:54:00,10
2019-11-04 16:57:00,10
2019-11-04 16:58:00,4
2019-11-04 16:59:00,2
2019-11-04 17:01:00,6
2019-11-04 17:02:00,4
2019-11-04 17:04:00,10
2019-11-04 17:07:00,10
2019-11-04 17:10:00,10
2019-11-04 17:12:00,10
2019-11-04 17:14:00,10
2019-11-04 17:15:00,3
2019-11-04 17:16:00,3
2019-11-04 17:18:00,6
2019-11-04 17:19:00,4
2019-11-04 17:21:00,10
2019-11-04 17:23:00,5
2019-11-04 17:26:00,10
2019-11-04 17:29:00,10
2019-11-04 17:30:00,3
2019-11-04 17:32:00,10
2019-11-04 17:33:00,2
2019-11-04 17:35:00,10
2019-11-04 17:38:00,10
2019-11-04 17:39:00,3
2019-11-04 17:40:00,3
2019-11-04 17:42:00,10
2019-11-04 17:45:00,10
2019-11-04 17:47:00,11
2019-11-04 17:50:00,10
2019-11-04 17:51:00,4
2019-11-04 17:52:00,2
2019-11-04 17:54:00,10
2019-11-04 17:55:00,5
2019-11-04 17:56:00,2
