123,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID"
2019-11-04 00:00:00,1
2019-11-04 00:10:00,2
2019-11-04 00:12:00,1
2019-11-04 00:16:00,2
2019-11-04 00:18:00,1
2019-11-04 00:23:00,1
2019-11-04 00:27:00,1
2019-11-04 00:32:00,1
2019-11-04 00:36:00,1
2019-11-04 00:41:00,1
2019-11-04 00:45:00,1
2019-11-04 00:50:00,2
2019-11-04 00:52:00,2
2019-11-04 00:54:00,3
2019-11-04 00:58:00,1
2019-11-04 01:00:00,3
2019-11-04 01:03:00,1
2019-11-04 01:11:00,1
2019-11-04 01:12:00,1
2019-11-04 01:14:00,1
2019-11-04 01:19:00,1
2019-11-04 01:23:00,1
2019-11-04 01:26:00,1
2019-11-04 01:30:00,1
2019-11-04 01:35:00,3
2019-11-04 01:37:00,1
2019-11-04 01:41:00,2
2019-11-04 01:46:00,1
2019-11-04 01:48:00,2
2019-11-04 01:50:00,1
2019-11-04 01:53:00,2
2019-11-04 01:57:00,1
2019-11-04 02:02:00,1
2019-11-04 02:04:00,1
2019-11-04 02:06:00,1
2019-11-04 02:15:00,1
2019-11-04 02:16:00,1
2019-11-04 02:20:00,1
2019-11-04 02:25:00,1
2019-11-04 02:29:00,1
2019-11-04 02:31:00,1
2019-11-04 02:33:00,1
2019-11-04 02:35:00,1
2019-11-04 02:38:00,1
2019-11-04 02:42:00,1
2019-11-04 02:47:00,1
2019-11-04 02:51:00,2
2019-11-04 02:58:00,1
2019-11-04 03:03:00,1
2019-11-04 03:07:00,3
2019-11-04 03:12:00,1
2019-11-04 03:14:00,1
2019-11-04 03:21:00,1
2019-11-04 03:26:00,1
2019-11-04 03:30:00,1
2019-11-04 03:35:00,1
2019-11-04 03:39:00,3
2019-11-04 03:46:00,1
2019-11-04 03:49:00,1
2019-11-04 03:52:00,1
2019-11-04 03:54:00,1
2019-11-04 03:56:00,1
2019-11-04 03:58:00,1
2019-11-04 04:00:00,1
2019-11-04 04:08:00,1
2019-11-04 04:12:00,1
2019-11-04 04:17:00,1
2019-11-04 04:21:00,1
2019-11-04 04:28:00,1
2019-11-04 04:33:00,1
2019-11-04 04:37:00,1
2019-11-04 04:44:00,1
2019-11-04 04:49:00,2
2019-11-04 04:51:00,2
2019-11-04 04:53:00,1
2019-11-04 04:55:00,2
2019-11-04 04:59:00,1
2019-11-04 05:04:00,1
2019-11-04 05:08:00,1
2019-11-04 05:10:00,1
2019-11-04 05:12:00,1
2019-11-04 05:18:00,1
2019-11-04 05:25:00,1
2019-11-04 05:30:00,1
2019-11-04 05:37:00,1
2019-11-04 05:40:00,1
2019-11-04 05:44:00,1
2019-11-04 05:49:00,6
2019-11-04 05:50:00,2
2019-11-04 05:54:00,1
2019-11-04 05:59:00,1
2019-11-04 06:03:00,3
2019-11-04 06:05:00,1
2019-11-04 06:10:00,1
