1164,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-11-04 17:15:00,6
2019-11-04 17:17:00,10
2019-11-04 17:19:00,10
2019-11-04 17:21:00,1
2019-11-04 17:22:00,4
2019-11-04 17:24:00,10
2019-11-04 17:26:00,3
2019-11-04 17:27:00,7
2019-11-04 17:29:00,3
2019-11-04 17:30:00,8
2019-11-04 17:31:00,2
2019-11-04 17:33:00,5
2019-11-04 17:34:00,7
2019-11-04 17:36:00,10
2019-11-04 17:39:00,6
2019-11-04 17:40:00,9
2019-11-04 17:41:00,1
2019-11-04 17:43:00,10
2019-11-04 17:45:00,9
2019-11-04 17:46:00,1
2019-11-04 17:47:00,1
2019-11-04 17:48:00,10
2019-11-04 17:51:00,4
2019-11-04 17:52:00,4
2019-11-04 17:53:00,8
2019-11-04 17:54:00,2
2019-11-04 17:55:00,4
2019-11-04 17:56:00,1
