26,select * from sppParams where specObjId=#
2019-07-16 00:11:00,1
2019-07-16 00:34:00,1
2019-07-16 01:39:00,1
2019-07-16 01:48:00,1
2019-07-16 01:50:00,1
2019-07-16 01:54:00,1
2019-07-16 01:57:00,1
2019-07-16 01:58:00,1
2019-07-16 02:05:00,1
2019-07-16 02:24:00,1
2019-07-16 05:56:00,1
2019-07-16 11:28:00,1
2019-07-16 13:22:00,1
2019-07-16 14:48:00,1
2019-07-16 15:51:00,1
2019-07-16 16:35:00,1
2019-07-16 17:57:00,1
2019-07-16 18:28:00,1
2019-07-16 18:33:00,1
2019-07-16 19:05:00,1
2019-07-16 19:06:00,1
2019-07-16 21:01:00,2
2019-07-16 21:45:00,1
2019-07-16 22:25:00,1
2019-07-16 22:28:00,1
