47,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-07-16 07:36:00,1
2019-07-16 08:40:00,1
2019-07-16 09:15:00,1
2019-07-16 11:19:00,3
2019-07-16 12:02:00,1
2019-07-16 12:37:00,2
2019-07-16 12:38:00,1
2019-07-16 13:00:00,2
2019-07-16 13:01:00,3
2019-07-16 13:03:00,4
2019-07-16 13:04:00,6
2019-07-16 13:05:00,5
2019-07-16 13:07:00,2
2019-07-16 16:57:00,3
2019-07-16 16:58:00,1
2019-07-16 16:59:00,2
2019-07-16 17:00:00,1
2019-07-16 17:25:00,1
2019-07-16 17:26:00,1
2019-07-16 19:00:00,1
2019-07-16 20:23:00,2
2019-07-16 21:19:00,1
2019-07-16 22:39:00,1
2019-07-16 22:53:00,1
