317,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-07-16 16:15:00,1
2019-07-16 16:18:00,1
2019-07-16 16:19:00,2
2019-07-16 16:34:00,1
2019-07-16 16:36:00,1
2019-07-16 16:40:00,1
2019-07-16 16:50:00,1
2019-07-16 16:54:00,1
2019-07-16 19:51:00,1
2019-07-16 19:57:00,18
2019-07-16 19:58:00,5
2019-07-16 19:59:00,60
2019-07-16 20:00:00,42
2019-07-16 20:01:00,1
2019-07-16 20:03:00,1
2019-07-16 20:05:00,1
2019-07-16 20:08:00,2
2019-07-16 20:09:00,8
2019-07-16 20:10:00,29
2019-07-16 20:11:00,28
2019-07-16 20:12:00,29
2019-07-16 20:13:00,15
2019-07-16 22:56:00,6
2019-07-16 23:04:00,12
2019-07-16 23:05:00,1
2019-07-16 23:07:00,17
2019-07-16 23:14:00,1
2019-07-16 23:15:00,2
2019-07-16 23:16:00,1
2019-07-16 23:40:00,8
2019-07-16 23:41:00,10
2019-07-16 23:42:00,10
