194,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-07-16 01:20:00,1
2019-07-16 01:21:00,1
2019-07-16 01:22:00,2
2019-07-16 01:23:00,1
2019-07-16 01:24:00,1
2019-07-16 01:27:00,4
2019-07-16 01:29:00,1
2019-07-16 01:35:00,1
2019-07-16 01:39:00,1
2019-07-16 01:40:00,1
2019-07-16 01:41:00,3
2019-07-16 01:42:00,1
2019-07-16 01:43:00,2
2019-07-16 01:44:00,2
2019-07-16 01:45:00,2
2019-07-16 01:46:00,1
2019-07-16 01:47:00,2
2019-07-16 01:51:00,1
2019-07-16 01:55:00,1
2019-07-16 02:00:00,1
2019-07-16 02:04:00,1
2019-07-16 02:07:00,2
2019-07-16 02:08:00,2
2019-07-16 02:09:00,4
2019-07-16 02:10:00,5
2019-07-16 02:11:00,5
2019-07-16 02:12:00,5
2019-07-16 02:13:00,1
2019-07-16 02:14:00,3
2019-07-16 02:15:00,2
2019-07-16 02:18:00,4
2019-07-16 02:19:00,7
2019-07-16 02:20:00,3
2019-07-16 02:21:00,3
2019-07-16 02:22:00,5
2019-07-16 02:23:00,3
2019-07-16 02:24:00,1
2019-07-16 02:25:00,6
2019-07-16 02:26:00,3
2019-07-16 02:27:00,1
2019-07-16 02:28:00,1
2019-07-16 02:29:00,1
2019-07-16 02:31:00,1
2019-07-16 02:34:00,1
2019-07-16 02:35:00,1
2019-07-16 02:38:00,2
2019-07-16 02:39:00,2
2019-07-16 02:40:00,1
2019-07-16 02:41:00,3
2019-07-16 02:42:00,4
2019-07-16 02:43:00,3
2019-07-16 02:44:00,4
2019-07-16 02:45:00,4
2019-07-16 02:46:00,5
2019-07-16 02:47:00,5
2019-07-16 02:48:00,2
2019-07-16 02:49:00,5
2019-07-16 02:50:00,3
2019-07-16 02:51:00,3
2019-07-16 02:52:00,2
2019-07-16 02:53:00,1
2019-07-16 02:54:00,1
2019-07-16 02:55:00,1
2019-07-16 02:56:00,1
2019-07-16 03:01:00,1
2019-07-16 03:06:00,1
2019-07-16 03:11:00,3
2019-07-16 03:12:00,3
2019-07-16 03:13:00,1
2019-07-16 03:14:00,2
2019-07-16 03:15:00,1
2019-07-16 03:16:00,2
2019-07-16 03:17:00,2
2019-07-16 03:18:00,3
2019-07-16 03:19:00,1
2019-07-16 03:20:00,2
2019-07-16 03:21:00,2
2019-07-16 03:22:00,4
2019-07-16 03:23:00,1
2019-07-16 03:24:00,4
2019-07-16 03:25:00,3
2019-07-16 03:38:00,2
2019-07-16 09:16:00,1
2019-07-16 09:17:00,1
2019-07-16 09:19:00,1
