54540,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-07-16 00:00:00,20
2019-07-16 00:04:00,7
2019-07-16 00:05:00,29
2019-07-16 00:06:00,14
2019-07-16 00:07:00,1
2019-07-16 00:08:00,4
2019-07-16 00:09:00,3
2019-07-16 00:10:00,20
2019-07-16 00:14:00,5
2019-07-16 00:15:00,29
2019-07-16 00:16:00,14
2019-07-16 00:17:00,1
2019-07-16 00:18:00,4
2019-07-16 00:19:00,3
2019-07-16 00:20:00,20
2019-07-16 00:24:00,5
2019-07-16 00:25:00,29
2019-07-16 00:26:00,14
2019-07-16 00:27:00,1
2019-07-16 00:28:00,4
2019-07-16 00:29:00,3
2019-07-16 00:30:00,20
2019-07-16 00:34:00,5
2019-07-16 00:35:00,29
2019-07-16 00:36:00,14
2019-07-16 00:37:00,1
2019-07-16 00:38:00,4
2019-07-16 00:39:00,3
2019-07-16 00:40:00,20
2019-07-16 00:44:00,5
2019-07-16 00:45:00,29
2019-07-16 00:46:00,14
2019-07-16 00:47:00,1
2019-07-16 00:48:00,4
2019-07-16 00:49:00,3
2019-07-16 00:50:00,20
2019-07-16 00:54:00,5
2019-07-16 00:55:00,29
2019-07-16 00:56:00,14
2019-07-16 00:57:00,1
2019-07-16 00:58:00,4
2019-07-16 00:59:00,3
2019-07-16 01:00:00,22
2019-07-16 01:04:00,7
2019-07-16 01:05:00,29
2019-07-16 01:06:00,14
2019-07-16 01:07:00,1
2019-07-16 01:08:00,4
2019-07-16 01:09:00,3
2019-07-16 01:10:00,19
2019-07-16 01:12:00,1
2019-07-16 01:14:00,5
2019-07-16 01:15:00,29
2019-07-16 01:16:00,14
2019-07-16 01:17:00,1
2019-07-16 01:18:00,4
2019-07-16 01:19:00,3
2019-07-16 01:20:00,19
2019-07-16 01:22:00,1
2019-07-16 01:24:00,5
2019-07-16 01:25:00,29
2019-07-16 01:26:00,14
2019-07-16 01:27:00,1
2019-07-16 01:28:00,4
2019-07-16 01:29:00,3
2019-07-16 01:30:00,19
2019-07-16 01:32:00,1
2019-07-16 01:34:00,5
2019-07-16 01:35:00,20
2019-07-16 01:36:00,23
2019-07-16 01:37:00,1
2019-07-16 01:38:00,4
2019-07-16 01:39:00,3
2019-07-16 01:40:00,19
2019-07-16 01:42:00,1
2019-07-16 01:44:00,5
2019-07-16 01:45:00,20
2019-07-16 01:46:00,23
2019-07-16 01:47:00,1
2019-07-16 01:48:00,4
2019-07-16 01:49:00,3
2019-07-16 01:50:00,19
2019-07-16 01:52:00,1
2019-07-16 01:54:00,72
2019-07-16 01:55:00,53
2019-07-16 01:56:00,23
2019-07-16 01:57:00,1
2019-07-16 01:58:00,4
2019-07-16 01:59:00,3
2019-07-16 02:00:00,19
2019-07-16 02:02:00,1
2019-07-16 02:04:00,104
2019-07-16 02:05:00,21
2019-07-16 02:06:00,23
2019-07-16 02:07:00,1
2019-07-16 02:08:00,4
2019-07-16 02:09:00,3
2019-07-16 02:10:00,19
2019-07-16 02:12:00,1
2019-07-16 02:13:00,4
2019-07-16 02:14:00,100
2019-07-16 02:15:00,21
2019-07-16 02:16:00,23
2019-07-16 02:17:00,1
2019-07-16 02:18:00,104
2019-07-16 02:19:00,3
2019-07-16 02:20:00,19
2019-07-16 02:22:00,1
2019-07-16 02:24:00,4
2019-07-16 02:25:00,21
2019-07-16 02:26:00,23
2019-07-16 02:27:00,1
2019-07-16 02:28:00,4
2019-07-16 02:29:00,3
2019-07-16 02:30:00,119
2019-07-16 02:32:00,1
2019-07-16 02:34:00,4
2019-07-16 02:35:00,21
2019-07-16 02:36:00,24
2019-07-16 02:37:00,1
2019-07-16 02:38:00,4
2019-07-16 02:39:00,3
2019-07-16 02:40:00,19
2019-07-16 02:42:00,1
2019-07-16 02:44:00,2
2019-07-16 02:45:00,23
2019-07-16 02:46:00,25
2019-07-16 02:47:00,1
2019-07-16 02:48:00,4
2019-07-16 02:49:00,3
2019-07-16 02:50:00,19
2019-07-16 02:52:00,1
2019-07-16 02:53:00,100
2019-07-16 02:54:00,2
2019-07-16 02:55:00,23
2019-07-16 02:56:00,23
2019-07-16 02:57:00,1
2019-07-16 02:58:00,3
2019-07-16 02:59:00,4
2019-07-16 03:00:00,19
2019-07-16 03:02:00,1
2019-07-16 03:04:00,2
2019-07-16 03:05:00,14
2019-07-16 03:06:00,23
2019-07-16 03:07:00,1
2019-07-16 03:08:00,3
2019-07-16 03:09:00,4
2019-07-16 03:10:00,19
2019-07-16 03:12:00,1
2019-07-16 03:14:00,2
2019-07-16 03:15:00,25
2019-07-16 03:16:00,23
2019-07-16 03:17:00,1
2019-07-16 03:18:00,3
2019-07-16 03:19:00,6
2019-07-16 03:20:00,20
2019-07-16 03:21:00,232
2019-07-16 03:22:00,1
2019-07-16 03:24:00,202
2019-07-16 03:25:00,123
2019-07-16 03:26:00,23
2019-07-16 03:27:00,1
2019-07-16 03:28:00,3
2019-07-16 03:29:00,4
2019-07-16 03:30:00,19
2019-07-16 03:32:00,1
2019-07-16 03:34:00,2
2019-07-16 03:35:00,23
2019-07-16 03:36:00,23
2019-07-16 03:37:00,1
2019-07-16 03:38:00,3
2019-07-16 03:39:00,104
2019-07-16 03:40:00,19
2019-07-16 03:42:00,1
2019-07-16 03:44:00,2
2019-07-16 03:45:00,23
2019-07-16 03:46:00,123
2019-07-16 03:47:00,101
2019-07-16 03:48:00,3
2019-07-16 03:49:00,4
2019-07-16 03:50:00,19
2019-07-16 03:52:00,1
2019-07-16 03:54:00,2
2019-07-16 03:55:00,23
2019-07-16 03:56:00,23
2019-07-16 03:57:00,1
2019-07-16 03:58:00,3
2019-07-16 03:59:00,104
2019-07-16 04:00:00,317
2019-07-16 04:01:00,307
2019-07-16 04:02:00,315
2019-07-16 04:03:00,310
2019-07-16 04:04:00,315
2019-07-16 04:05:00,278
2019-07-16 04:06:00,345
2019-07-16 04:07:00,118
2019-07-16 04:08:00,3
2019-07-16 04:09:00,4
2019-07-16 04:10:00,19
2019-07-16 04:12:00,1
2019-07-16 04:14:00,422
2019-07-16 04:15:00,574
2019-07-16 04:16:00,548
2019-07-16 04:17:00,558
2019-07-16 04:18:00,427
2019-07-16 04:19:00,314
2019-07-16 04:20:00,326
2019-07-16 04:21:00,312
2019-07-16 04:22:00,319
2019-07-16 04:23:00,327
2019-07-16 04:24:00,345
2019-07-16 04:25:00,374
2019-07-16 04:26:00,369
2019-07-16 04:27:00,355
2019-07-16 04:28:00,351
2019-07-16 04:29:00,343
2019-07-16 04:30:00,319
2019-07-16 04:31:00,316
2019-07-16 04:32:00,307
2019-07-16 04:33:00,306
2019-07-16 04:34:00,312
2019-07-16 04:35:00,334
2019-07-16 04:36:00,336
2019-07-16 04:37:00,315
2019-07-16 04:38:00,322
2019-07-16 04:39:00,319
2019-07-16 04:40:00,336
2019-07-16 04:41:00,311
2019-07-16 04:42:00,135
2019-07-16 04:44:00,161
2019-07-16 04:45:00,339
2019-07-16 04:46:00,329
2019-07-16 04:47:00,324
2019-07-16 04:48:00,327
2019-07-16 04:49:00,330
2019-07-16 04:50:00,343
2019-07-16 04:51:00,330
2019-07-16 04:52:00,324
2019-07-16 04:53:00,329
2019-07-16 04:54:00,329
2019-07-16 04:55:00,340
2019-07-16 04:56:00,103
2019-07-16 04:57:00,1
2019-07-16 04:58:00,221
2019-07-16 04:59:00,590
2019-07-16 05:00:00,591
2019-07-16 05:01:00,530
2019-07-16 05:02:00,559
2019-07-16 05:03:00,501
2019-07-16 05:04:00,517
2019-07-16 05:05:00,413
2019-07-16 05:06:00,343
2019-07-16 05:07:00,323
2019-07-16 05:08:00,324
2019-07-16 05:09:00,127
2019-07-16 05:10:00,288
2019-07-16 05:11:00,315
2019-07-16 05:12:00,327
2019-07-16 05:13:00,326
2019-07-16 05:14:00,320
2019-07-16 05:15:00,336
2019-07-16 05:16:00,340
2019-07-16 05:17:00,317
2019-07-16 05:18:00,331
2019-07-16 05:19:00,326
2019-07-16 05:20:00,350
2019-07-16 05:21:00,160
2019-07-16 05:22:00,1
2019-07-16 05:23:00,414
2019-07-16 05:24:00,560
2019-07-16 05:25:00,601
2019-07-16 05:26:00,567
2019-07-16 05:27:00,521
2019-07-16 05:28:00,566
2019-07-16 05:29:00,513
2019-07-16 05:30:00,333
2019-07-16 05:31:00,327
2019-07-16 05:32:00,301
2019-07-16 05:33:00,321
2019-07-16 05:34:00,106
2019-07-16 05:35:00,166
2019-07-16 05:36:00,23
2019-07-16 05:38:00,326
2019-07-16 05:39:00,310
2019-07-16 05:40:00,342
2019-07-16 05:41:00,324
2019-07-16 05:42:00,316
2019-07-16 05:43:00,317
2019-07-16 05:44:00,320
2019-07-16 05:45:00,344
2019-07-16 05:46:00,345
2019-07-16 05:47:00,319
2019-07-16 05:48:00,320
2019-07-16 05:49:00,315
2019-07-16 05:50:00,334
2019-07-16 05:51:00,312
2019-07-16 05:52:00,306
2019-07-16 05:53:00,241
2019-07-16 05:54:00,14
2019-07-16 05:55:00,290
2019-07-16 05:56:00,338
2019-07-16 05:57:00,310
2019-07-16 05:58:00,319
2019-07-16 05:59:00,310
2019-07-16 06:00:00,333
2019-07-16 06:01:00,318
2019-07-16 06:02:00,316
2019-07-16 06:03:00,315
2019-07-16 06:04:00,311
2019-07-16 06:05:00,319
2019-07-16 06:06:00,341
2019-07-16 06:07:00,308
2019-07-16 06:08:00,315
2019-07-16 06:09:00,319
2019-07-16 06:10:00,343
2019-07-16 06:11:00,31
2019-07-16 06:12:00,295
2019-07-16 06:13:00,314
2019-07-16 06:14:00,317
2019-07-16 06:15:00,342
2019-07-16 06:16:00,281
2019-07-16 06:18:00,4
2019-07-16 06:19:00,4
2019-07-16 06:20:00,19
2019-07-16 06:22:00,1
2019-07-16 06:25:00,22
2019-07-16 06:26:00,26
2019-07-16 06:28:00,4
2019-07-16 06:29:00,4
2019-07-16 06:30:00,19
2019-07-16 06:32:00,1
2019-07-16 06:35:00,24
2019-07-16 06:36:00,26
2019-07-16 06:38:00,4
2019-07-16 06:39:00,4
2019-07-16 06:40:00,19
2019-07-16 06:42:00,1
2019-07-16 06:45:00,22
2019-07-16 06:46:00,26
2019-07-16 06:48:00,4
2019-07-16 06:49:00,4
2019-07-16 06:50:00,19
2019-07-16 06:52:00,1
2019-07-16 06:55:00,24
2019-07-16 06:56:00,26
2019-07-16 06:57:00,413
2019-07-16 06:58:00,4
2019-07-16 06:59:00,4
2019-07-16 07:00:00,19
2019-07-16 07:01:00,96
2019-07-16 07:02:00,2
2019-07-16 07:03:00,1
