10,"SELECT TOP # p.objid,p.ra,p.dec,p.u,p.g,p.r,p.i,p.z, p.run, p.rerun, p.camcol, p.field, s.specobjid, s.class, s.z as redshift, s.plate, s.mjd, s.fiberid FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   p.u BETWEEN # AND #  AND g BETWEEN # AND #"
2019-07-16 15:49:00,1
2019-07-16 18:29:00,1
2019-07-16 18:34:00,1
2019-07-16 19:10:00,1
2019-07-16 19:12:00,3
2019-07-16 19:15:00,1
2019-07-16 19:46:00,1
2019-07-16 20:25:00,1
