2,"SELECT    ra,   dec, dered_u,dered_g,dered_r, dered_i,dered_z, type=#, clean=#  into mydb.Area1_# from PhotoObjAll Where    ra># and ra<# and dec># and dec<#   And dered_u<# and dered_u>#   And dered_u-dered_g<# and dered_u-dered_g>#   And dered_g-dered_r<# and dered_g=dered_r>#"
2019-05-11 07:03:00,1
2019-05-11 07:04:00,1
