350,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-05-11 04:12:00,2
2019-05-11 04:13:00,7
2019-05-11 04:14:00,9
2019-05-11 04:15:00,10
2019-05-11 04:16:00,12
2019-05-11 04:17:00,8
2019-05-11 04:18:00,9
2019-05-11 04:19:00,4
2019-05-11 04:20:00,5
2019-05-11 04:21:00,4
2019-05-11 04:23:00,2
2019-05-11 04:24:00,2
2019-05-11 04:51:00,1
2019-05-11 15:54:00,1
2019-05-11 15:55:00,1
2019-05-11 15:56:00,3
2019-05-11 15:57:00,3
2019-05-11 15:58:00,4
2019-05-11 15:59:00,4
2019-05-11 16:00:00,4
2019-05-11 16:01:00,3
2019-05-11 16:02:00,1
2019-05-11 16:49:00,2
2019-05-11 16:51:00,3
2019-05-11 16:52:00,4
2019-05-11 16:57:00,1
2019-05-11 16:58:00,1
2019-05-11 16:59:00,1
2019-05-11 17:47:00,1
2019-05-11 18:52:00,1
2019-05-11 18:53:00,1
2019-05-11 18:54:00,1
2019-05-11 19:11:00,1
2019-05-11 20:15:00,2
2019-05-11 20:16:00,1
2019-05-11 20:17:00,3
2019-05-11 20:19:00,7
2019-05-11 20:20:00,5
2019-05-11 20:21:00,7
2019-05-11 20:22:00,3
2019-05-11 20:23:00,6
2019-05-11 20:24:00,1
2019-05-11 20:55:00,1
2019-05-11 21:10:00,1
2019-05-11 21:11:00,4
2019-05-11 21:12:00,3
2019-05-11 21:13:00,4
2019-05-11 21:18:00,1
2019-05-11 21:22:00,1
2019-05-11 21:23:00,2
2019-05-11 21:24:00,2
2019-05-11 21:25:00,2
2019-05-11 21:30:00,1
2019-05-11 21:31:00,3
2019-05-11 21:32:00,5
2019-05-11 21:33:00,7
2019-05-11 21:34:00,5
2019-05-11 21:35:00,2
2019-05-11 21:38:00,3
2019-05-11 21:39:00,1
2019-05-11 21:51:00,1
2019-05-11 21:52:00,3
2019-05-11 21:53:00,3
2019-05-11 22:11:00,6
2019-05-11 22:12:00,10
2019-05-11 22:13:00,13
2019-05-11 22:14:00,16
2019-05-11 22:15:00,9
2019-05-11 22:16:00,12
2019-05-11 22:17:00,8
2019-05-11 22:19:00,1
2019-05-11 22:32:00,4
2019-05-11 22:33:00,6
2019-05-11 22:34:00,7
2019-05-11 22:35:00,12
2019-05-11 22:36:00,11
2019-05-11 22:37:00,10
2019-05-11 22:41:00,1
2019-05-11 22:42:00,1
2019-05-11 22:43:00,2
2019-05-11 23:11:00,2
2019-05-11 23:12:00,13
