81,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-05-11 00:30:00,1
2019-05-11 01:57:00,10
2019-05-11 02:22:00,1
2019-05-11 03:05:00,1
2019-05-11 03:46:00,1
2019-05-11 03:54:00,3
2019-05-11 03:55:00,10
2019-05-11 04:29:00,1
2019-05-11 05:15:00,1
2019-05-11 07:33:00,2
2019-05-11 07:34:00,1
2019-05-11 07:36:00,1
2019-05-11 10:40:00,4
2019-05-11 12:04:00,1
2019-05-11 13:21:00,2
2019-05-11 14:47:00,1
2019-05-11 14:48:00,2
2019-05-11 15:55:00,1
2019-05-11 16:28:00,1
2019-05-11 17:52:00,2
2019-05-11 17:53:00,1
2019-05-11 17:55:00,3
2019-05-11 19:52:00,1
2019-05-11 19:53:00,1
2019-05-11 19:55:00,2
2019-05-11 19:56:00,1
2019-05-11 19:59:00,1
2019-05-11 20:20:00,6
2019-05-11 20:21:00,3
2019-05-11 21:45:00,1
2019-05-11 21:51:00,1
2019-05-11 21:52:00,1
2019-05-11 22:06:00,1
2019-05-11 23:29:00,2
2019-05-11 23:30:00,8
2019-05-11 23:48:00,1
